Country,Country.Region,animals,Taxon,Feed_tonnes_mean,sd,crop,scenario,plot_id
Syrian Arab Republic,Middle East,hen,Dairy & eggs,0,0,pulses,Mixed,7
Tajikistan,East Europe and CIS,hen,Dairy & eggs,0,0,pulses,Mixed,7
Thailand,Southern Asia,hen,Dairy & eggs,0,0,pulses,Mixed,7
Timor-Leste,Southern Asia,hen,Dairy & eggs,0,0,pulses,Mixed,7
Togo,Western Africa,hen,Dairy & eggs,0,0,pulses,Mixed,7
Tokelau,Island nation,hen,Dairy & eggs,0,0,pulses,Mixed,7
Tonga,Island nation,hen,Dairy & eggs,0,0,pulses,Mixed,7
Trinidad and Tobago,Caribbean,hen,Dairy & eggs,0,0,pulses,Mixed,7
Tunisia,Northern Africa,hen,Dairy & eggs,0,0,pulses,Mixed,7
Turkey,Middle East,hen,Dairy & eggs,0,0,pulses,Mixed,7
Turkmenistan,East Europe and CIS,hen,Dairy & eggs,0,0,pulses,Mixed,7
Tuvalu,Island nation,hen,Dairy & eggs,0,0,pulses,Mixed,7
Uganda,Eastern Africa,hen,Dairy & eggs,0,0,pulses,Mixed,7
Ukraine,East Europe and CIS,hen,Dairy & eggs,0,0,pulses,Mixed,7
United Arab Emirates,Middle East,hen,Dairy & eggs,0,0,pulses,Mixed,7
United Republic of Tanzania,Eastern Africa,hen,Dairy & eggs,0,0,pulses,Mixed,7
Uruguay,South America,hen,Dairy & eggs,0,0,pulses,Mixed,7
Uzbekistan,East Europe and CIS,hen,Dairy & eggs,0,0,pulses,Mixed,7
Vanuatu,Island nation,hen,Dairy & eggs,0,0,pulses,Mixed,7
Venezuela (Bolivarian Republic of),South America,hen,Dairy & eggs,0,0,pulses,Mixed,7
Viet Nam,Southern Asia,hen,Dairy & eggs,0,0,pulses,Mixed,7
Wallis and Futuna Islands,Island nation,hen,Dairy & eggs,0,0,pulses,Mixed,7
Yemen,Middle East,hen,Dairy & eggs,0,0,pulses,Mixed,7
Zambia,Eastern Africa,hen,Dairy & eggs,0,0,pulses,Mixed,7
Zimbabwe,Eastern Africa,hen,Dairy & eggs,0,0,pulses,Mixed,7
Albania,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Australia,Australia,hen,Dairy & eggs,0,0,barley,Mixed,7
Austria,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Belgium,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Bermuda,USA,hen,Dairy & eggs,0,0,barley,Mixed,7
Bosnia and Herzegovina,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Bulgaria,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Canada,Canada,hen,Dairy & eggs,0,0,barley,Mixed,7
Croatia,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Czech Republic,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Denmark,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Estonia,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Finland,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
France,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Germany,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Greece,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Hungary,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Iceland,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Ireland,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Italy,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Latvia,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Lithuania,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Luxembourg,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Malta,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Montenegro,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Netherlands,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
New Caledonia,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
New Zealand,New Zealand,hen,Dairy & eggs,0,0,barley,Mixed,7
Norway,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Poland,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Portugal,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Romania,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Saint Pierre and Miquelon,Canada,hen,Dairy & eggs,0,0,barley,Mixed,7
Serbia,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Slovakia,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Slovenia,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Spain,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Sweden,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
Switzerland,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
The former Yugoslav Republic of Macedonia,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
United Kingdom,Europe,hen,Dairy & eggs,0,0,barley,Mixed,7
United States of America,USA,hen,Dairy & eggs,0,0,barley,Mixed,7
Afghanistan,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Algeria,Northern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
American Samoa,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Angola,Central Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Antigua and Barbuda,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Argentina,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Armenia,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
Azerbaijan,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Bahamas,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Bahrain,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Bangladesh,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Belarus,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
Benin,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Bhutan,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Bolivia (Plurinational State of),South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Botswana,Southern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Brazil,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Brunei Darussalam,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Burkina Faso,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Burundi,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Cabo Verde,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Cambodia,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Cameroon,Central Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Cayman Islands,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Central African Republic,Central Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Chad,Central Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Chile,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
"China, Hong Kong SAR",Eastern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
"China, Macao SAR",Eastern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
"China, mainland",China,hen,Dairy & eggs,0,0,barley,Mixed,7
"China, Taiwan Province of",China,hen,Dairy & eggs,0,0,barley,Mixed,7
Colombia,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Comoros,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Congo,Central Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Cook Islands,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Costa Rica,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
Cote d'Ivoire,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Cuba,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Cyprus,Western Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Democratic People's Republic of Korea,Eastern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Democratic Republic of the Congo,Central Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Dominica,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Dominican Republic,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Ecuador,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Egypt,Northern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
El Salvador,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
Equatorial Guinea,Central Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Eritrea,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Ethiopia,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Fiji,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
French Guiana,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
French Polynesia,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Gabon,Central Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Gambia,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Georgia,Western Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Ghana,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Grenada,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Guadeloupe,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Guam,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Guatemala,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
Guinea,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Guinea-Bissau,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Guyana,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Haiti,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Honduras,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
India,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Indonesia,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Iran (Islamic Republic of),Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Iraq,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Israel,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Jamaica,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Japan,Eastern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Jordan,Western Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Kazakhstan,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
Kenya,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Kiribati,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Kuwait,Western Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Kyrgyzstan,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
Lao People's Democratic Republic,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Lebanon,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Lesotho,Southern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Liberia,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Libya,Northern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Madagascar,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Malawi,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Malaysia,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Mali,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Martinique,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Mauritania,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Mauritius,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Mexico,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
Micronesia (Federated States of),Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Mongolia,Eastern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Montserrat,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Morocco,Northern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Mozambique,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Myanmar,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Namibia,Southern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Nauru,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Nepal,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Nicaragua,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
Niger,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Nigeria,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Niue,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Occupied Palestinian Territory,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Oman,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Pakistan,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Panama,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
Papua New Guinea,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Paraguay,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Peru,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Philippines,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Puerto Rico,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
Qatar,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Republic of Korea,Eastern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Republic of Moldova,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
R'union,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Russian Federation,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
Rwanda,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Saint Kitts and Nevis,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
Saint Lucia,Central America,hen,Dairy & eggs,0,0,barley,Mixed,7
Saint Vincent and the Grenadines,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Samoa,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Sao Tome and Principe,Central Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Saudi Arabia,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Senegal,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Seychelles,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Sierra Leone,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Singapore,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Solomon Islands,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Somalia,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
South Africa,Southern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Sri Lanka,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Sudan,Northern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Suriname,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Swaziland,Southern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Syrian Arab Republic,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Tajikistan,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
Thailand,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Timor-Leste,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Togo,Western Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Tokelau,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Tonga,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Trinidad and Tobago,Caribbean,hen,Dairy & eggs,0,0,barley,Mixed,7
Tunisia,Northern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Turkey,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Turkmenistan,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
Tuvalu,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Uganda,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Ukraine,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
United Arab Emirates,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
United Republic of Tanzania,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Uruguay,South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Uzbekistan,East Europe and CIS,hen,Dairy & eggs,0,0,barley,Mixed,7
Vanuatu,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Venezuela (Bolivarian Republic of),South America,hen,Dairy & eggs,0,0,barley,Mixed,7
Viet Nam,Southern Asia,hen,Dairy & eggs,0,0,barley,Mixed,7
Wallis and Futuna Islands,Island nation,hen,Dairy & eggs,0,0,barley,Mixed,7
Yemen,Middle East,hen,Dairy & eggs,0,0,barley,Mixed,7
Zambia,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Zimbabwe,Eastern Africa,hen,Dairy & eggs,0,0,barley,Mixed,7
Albania,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Australia,Australia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Austria,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Belgium,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Bermuda,USA,hen,Dairy & eggs,0,0,cassava,Mixed,7
Bosnia and Herzegovina,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Bulgaria,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Canada,Canada,hen,Dairy & eggs,0,0,cassava,Mixed,7
Croatia,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Czech Republic,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Denmark,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Estonia,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Finland,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
France,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Germany,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Greece,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Hungary,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Iceland,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Ireland,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Italy,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Latvia,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Lithuania,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Luxembourg,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Malta,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Montenegro,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Netherlands,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
New Caledonia,Island nation,hen,Dairy & eggs,0,0,cassava,Mixed,7
New Zealand,New Zealand,hen,Dairy & eggs,0,0,cassava,Mixed,7
Norway,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Poland,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Portugal,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Romania,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Saint Pierre and Miquelon,Canada,hen,Dairy & eggs,0,0,cassava,Mixed,7
Serbia,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Slovakia,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Slovenia,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Spain,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Sweden,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
Switzerland,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
The former Yugoslav Republic of Macedonia,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
United Kingdom,Europe,hen,Dairy & eggs,0,0,cassava,Mixed,7
United States of America,USA,hen,Dairy & eggs,0,0,cassava,Mixed,7
Afghanistan,Middle East,hen,Dairy & eggs,0,0,cassava,Mixed,7
Algeria,Northern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
American Samoa,Island nation,hen,Dairy & eggs,0,0,cassava,Mixed,7
Angola,Central Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Antigua and Barbuda,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Argentina,South America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Armenia,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Mixed,7
Azerbaijan,Middle East,hen,Dairy & eggs,0,0,cassava,Mixed,7
Bahamas,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Bahrain,Middle East,hen,Dairy & eggs,0,0,cassava,Mixed,7
Bangladesh,Middle East,hen,Dairy & eggs,0,0,cassava,Mixed,7
Belarus,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Mixed,7
Benin,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Bhutan,Middle East,hen,Dairy & eggs,0,0,cassava,Mixed,7
Bolivia (Plurinational State of),South America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Botswana,Southern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Brazil,South America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Brunei Darussalam,Southern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Burkina Faso,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Burundi,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Cabo Verde,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Cambodia,Southern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Cameroon,Central Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Cayman Islands,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Central African Republic,Central Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Chad,Central Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Chile,South America,hen,Dairy & eggs,0,0,cassava,Mixed,7
"China, Hong Kong SAR",Eastern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
"China, Macao SAR",Eastern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
"China, mainland",China,hen,Dairy & eggs,0,0,cassava,Mixed,7
"China, Taiwan Province of",China,hen,Dairy & eggs,0,0,cassava,Mixed,7
Colombia,South America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Comoros,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Congo,Central Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Cook Islands,Island nation,hen,Dairy & eggs,0,0,cassava,Mixed,7
Costa Rica,Central America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Cote d'Ivoire,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Cuba,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Cyprus,Western Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Democratic People's Republic of Korea,Eastern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Democratic Republic of the Congo,Central Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Dominica,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Dominican Republic,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Ecuador,South America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Egypt,Northern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
El Salvador,Central America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Equatorial Guinea,Central Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Eritrea,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Ethiopia,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Fiji,Island nation,hen,Dairy & eggs,0,0,cassava,Mixed,7
French Guiana,South America,hen,Dairy & eggs,0,0,cassava,Mixed,7
French Polynesia,Island nation,hen,Dairy & eggs,0,0,cassava,Mixed,7
Gabon,Central Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Gambia,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Georgia,Western Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Ghana,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Grenada,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Guadeloupe,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Guam,Island nation,hen,Dairy & eggs,0,0,cassava,Mixed,7
Guatemala,Central America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Guinea,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Guinea-Bissau,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Guyana,South America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Haiti,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Honduras,Central America,hen,Dairy & eggs,0,0,cassava,Mixed,7
India,Southern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Indonesia,Southern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Iran (Islamic Republic of),Middle East,hen,Dairy & eggs,0,0,cassava,Mixed,7
Iraq,Middle East,hen,Dairy & eggs,0,0,cassava,Mixed,7
Israel,Middle East,hen,Dairy & eggs,0,0,cassava,Mixed,7
Jamaica,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Japan,Eastern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Jordan,Western Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Kazakhstan,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Mixed,7
Kenya,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Kiribati,Island nation,hen,Dairy & eggs,0,0,cassava,Mixed,7
Kuwait,Western Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Kyrgyzstan,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Mixed,7
Lao People's Democratic Republic,Southern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Lebanon,Middle East,hen,Dairy & eggs,0,0,cassava,Mixed,7
Lesotho,Southern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Liberia,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Libya,Northern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Madagascar,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Malawi,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Malaysia,Southern Asia,hen,Dairy & eggs,0,0,cassava,Mixed,7
Mali,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Martinique,Caribbean,hen,Dairy & eggs,0,0,cassava,Mixed,7
Mauritania,Western Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Mauritius,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Mixed,7
Mexico,Central America,hen,Dairy & eggs,0,0,cassava,Mixed,7
Micronesia (Federated States of),Island nation,hen,Dairy & eggs,0,0,cassava,Mixed,7
