Country,Country.Region,animals,Taxon,Prod_tonnes_mean,sd,Scenario,plot_id
Denmark,Europe,marine fish,Seafood,68739,0,Mixed,8
Faroe Islands,Europe,marine fish,Seafood,375297,0,Mixed,8
France,Europe,marine fish,Seafood,26003,0,Mixed,8
Greece,Europe,marine fish,Seafood,372844,0,Mixed,8
Iceland,Europe,marine fish,Seafood,33365,0,Mixed,8
Ireland,Europe,marine fish,Seafood,40665,0,Mixed,8
Italy,Europe,marine fish,Seafood,58567,0,Mixed,8
Malta,Europe,marine fish,Seafood,21345,0,Mixed,8
Montenegro,Europe,marine fish,Seafood,360,0,Mixed,8
Netherlands,Europe,marine fish,Seafood,521,0,Mixed,8
New Caledonia,Small Island Nations,marine fish,Seafood,0,0,Mixed,8
New Zealand,New Zealand,marine fish,Seafood,42351,0,Mixed,8
Norway,Europe,marine fish,Seafood,5775292,0,Mixed,8
Portugal,Europe,marine fish,Seafood,24901,0,Mixed,8
Romania,Europe,marine fish,Seafood,70,0,Mixed,8
Slovenia,Europe,marine fish,Seafood,287,0,Mixed,8
Spain,Europe,marine fish,Seafood,191014,0,Mixed,8
Sweden,Europe,marine fish,Seafood,10822,0,Mixed,8
United Kingdom,Europe,marine fish,Seafood,788412,0,Mixed,8
United States of America,USA,marine fish,Seafood,92112,0,Mixed,8
Serbia and Montenegro,Europe,marine fish,Seafood,0,0,Mixed,8
Germany,Europe,marine fish,Seafood,87,0,Mixed,8
Finland,Europe,marine fish,Seafood,49935,0,Mixed,8
Argentina,South America,marine fish,Seafood,24,0,Mixed,8
Bahrain,Middle East,marine fish,Seafood,25,0,Mixed,8
"Bonaire, Saint Eustatius and Saba",Caribbean,marine fish,Seafood,0,0,Mixed,8
Cambodia,Southern Asia,marine fish,Seafood,3256,0,Mixed,8
Chile,South America,marine fish,Seafood,3904460,0,Mixed,8
"China, Hong Kong SAR",Eastern Asia,marine fish,Seafood,5448,0,Mixed,8
"China, mainland",China,marine fish,Seafood,5164344,0,Mixed,8
Colombia,South America,marine fish,Seafood,651,0,Mixed,8
Costa Rica,Central America,marine fish,Seafood,1129,0,Mixed,8
Cuba,Caribbean,marine fish,Seafood,0,0,Mixed,8
Cyprus,Western Asia,marine fish,Seafood,20702,0,Mixed,8
Dominican Republic,Caribbean,marine fish,Seafood,1519,0,Mixed,8
Ecuador,South America,marine fish,Seafood,22,0,Mixed,8
French Polynesia,Small Island Nations,marine fish,Seafood,56,0,Mixed,8
Georgia,Western Asia,marine fish,Seafood,87,0,Mixed,8
Guadeloupe,Caribbean,marine fish,Seafood,65,0,Mixed,8
Indonesia,Southern Asia,marine fish,Seafood,3396033,0,Mixed,8
Israel,Middle East,marine fish,Seafood,13340,0,Mixed,8
Japan,Eastern Asia,marine fish,Seafood,1032997,0,Mixed,8
"Korea, Dem. People's Rep",Eastern Asia,marine fish,Seafood,434,0,Mixed,8
"Korea, Republic of",Eastern Asia,marine fish,Seafood,362204,0,Mixed,8
Kuwait,Western Asia,marine fish,Seafood,1289,0,Mixed,8
Libya,Northern Africa,marine fish,Seafood,0,0,Mixed,8
Marshall Islands,Small Island Nations,marine fish,Seafood,3,0,Mixed,8
Martinique,Caribbean,marine fish,Seafood,256,0,Mixed,8
Mauritius,Eastern Africa,marine fish,Seafood,3052,0,Mixed,8
Mayotte,Eastern Africa,marine fish,Seafood,521,0,Mixed,8
Mexico,Central America,marine fish,Seafood,38030,0,Mixed,8
Morocco,Northern Africa,marine fish,Seafood,1029,0,Mixed,8
Mozambique,Eastern Africa,marine fish,Seafood,651,0,Mixed,8
Myanmar,Southern Asia,marine fish,Seafood,8009,0,Mixed,8
Oman,Middle East,marine fish,Seafood,0,0,Mixed,8
Palau,Small Island Nations,marine fish,Seafood,87,0,Mixed,8
Panama,Central America,marine fish,Seafood,6334,0,Mixed,8
Peru,South America,marine fish,Seafood,28,0,Mixed,8
Philippines,Southern Asia,marine fish,Seafood,1619284,0,Mixed,8
Puerto Rico,Central America,marine fish,Seafood,0,0,Mixed,8
Qatar,Middle East,marine fish,Seafood,0,0,Mixed,8
R'union,Eastern Africa,marine fish,Seafood,22,0,Mixed,8
Russian Federation,East Europe and CIS,marine fish,Seafood,81567,0,Mixed,8
Saudi Arabia,Middle East,marine fish,Seafood,20967,0,Mixed,8
Singapore,Southern Asia,marine fish,Seafood,16143,0,Mixed,8
South Africa,Southern Africa,marine fish,Seafood,651,0,Mixed,8
Taiwan Province of China,China,marine fish,Seafood,436202,0,Mixed,8
Tunisia,Northern Africa,marine fish,Seafood,43796,0,Mixed,8
Turkey,Middle East,marine fish,Seafood,547239,0,Mixed,8
Tuvalu,Small Island Nations,marine fish,Seafood,11,0,Mixed,8
Ukraine,East Europe and CIS,marine fish,Seafood,3981,0,Mixed,8
Russian Federation,East Europe and CIS,marine fish,Seafood,0,0,Mixed,8
United Arab Emirates,Middle East,marine fish,Seafood,1259,0,Mixed,8
Viet Nam,Southern Asia,marine fish,Seafood,904860,0,Mixed,8
Yugoslavia,East Europe and CIS,marine fish,Seafood,0,0,Mixed,8
Sri Lanka,Southern Asia,marine fish,Seafood,77,0,Mixed,8
Eritrea,Eastern Africa,marine fish,Seafood,0,0,Mixed,8
Brunei Darussalam,Southern Asia,marine fish,Seafood,493,0,Mixed,8
Guam,Small Island Nations,marine fish,Seafood,130,0,Mixed,8
Guyana,South America,marine fish,Seafood,391,0,Mixed,8
India,Southern Asia,marine fish,Seafood,390690,0,Mixed,8
Fiji,Small Island Nations,marine fish,Seafood,0,0,Mixed,8
Bangladesh,Middle East,marine fish,Seafood,406565,0,Mixed,8
Thailand,Southern Asia,marine fish,Seafood,83187,0,Mixed,8
Saint Kitts and Nevis,Central America,marine fish,Seafood,4,0,Mixed,8
Malaysia,Southern Asia,marine fish,Seafood,279014,0,Mixed,8
Jordan,Western Asia,marine fish,Seafood,890,0,Mixed,8
"Tanzania, United Rep. of",Eastern Africa,marine fish,Seafood,912,0,Mixed,8
Suriname,South America,marine fish,Seafood,7,0,Mixed,8
Iran,Middle East,marine fish,Seafood,534,0,Mixed,8
Algeria,Northern Africa,marine fish,Seafood,4492,0,Mixed,8
Timor-Leste,Southern Asia,marine fish,Seafood,22,0,Mixed,8
"Palestine, Occupied Tr.",Middle East,marine fish,Seafood,651,0,Mixed,8
Micronesia (Federated States of),Small Island Nations,marine fish,Seafood,0,0,Mixed,8
Nauru,Small Island Nations,marine fish,Seafood,1,0,Mixed,8
Samoa,Small Island Nations,marine fish,Seafood,12,0,Mixed,8
Senegal,Western Africa,marine fish,Seafood,1146,0,Mixed,8
Zanzibar,Small Island Nations,marine fish,Seafood,46,0,Mixed,8
Nigeria,Western Africa,marine fish,Seafood,0,0,Mixed,8
Aruba,Caribbean,marine fish,Seafood,0,0,Mixed,8
Kiribati,Small Island Nations,marine fish,Seafood,9,0,Mixed,8
Papua New Guinea,Small Island Nations,marine fish,Seafood,4,0,Mixed,8
El Salvador,Central America,marine fish,Seafood,4,0,Mixed,8
Egypt,Northern Africa,marine fish,Seafood,3913077,0,Mixed,8
Vanuatu,Small Island Nations,marine fish,Seafood,9,0,Mixed,8
Cote d'Ivoire,Western Africa,marine fish,Seafood,3560,0,Mixed,8
Albania,Europe,marine fish,Seafood,7423,0,Marine,8
Australia,Australia,marine fish,Seafood,665951,0,Marine,8
Bosnia and Herzegovina,Europe,marine fish,Seafood,2249,0,Marine,8
Canada,Canada,marine fish,Seafood,1156472,0,Marine,8
Croatia,Europe,marine fish,Seafood,107371,0,Marine,8
Denmark,Europe,marine fish,Seafood,197810,0,Marine,8
Faroe Islands,Europe,marine fish,Seafood,1079983,0,Marine,8
France,Europe,marine fish,Seafood,74827,0,Marine,8
Greece,Europe,marine fish,Seafood,1072925,0,Marine,8
Iceland,Europe,marine fish,Seafood,96014,0,Marine,8
Ireland,Europe,marine fish,Seafood,117020,0,Marine,8
Italy,Europe,marine fish,Seafood,168538,0,Marine,8
Malta,Europe,marine fish,Seafood,61423,0,Marine,8
Montenegro,Europe,marine fish,Seafood,1037,0,Marine,8
Netherlands,Europe,marine fish,Seafood,1499,0,Marine,8
New Caledonia,Small Island Nations,marine fish,Seafood,0,0,Marine,8
New Zealand,New Zealand,marine fish,Seafood,121872,0,Marine,8
Norway,Europe,marine fish,Seafood,16619429,0,Marine,8
Portugal,Europe,marine fish,Seafood,71657,0,Marine,8
Romania,Europe,marine fish,Seafood,203,0,Marine,8
Slovenia,Europe,marine fish,Seafood,824,0,Marine,8
Spain,Europe,marine fish,Seafood,549676,0,Marine,8
Sweden,Europe,marine fish,Seafood,31143,0,Marine,8
United Kingdom,Europe,marine fish,Seafood,2268797,0,Marine,8
United States of America,USA,marine fish,Seafood,265068,0,Marine,8
Serbia and Montenegro,Europe,marine fish,Seafood,0,0,Marine,8
Germany,Europe,marine fish,Seafood,250,0,Marine,8
Finland,Europe,marine fish,Seafood,143695,0,Marine,8
Argentina,South America,marine fish,Seafood,69,0,Marine,8
Bahrain,Middle East,marine fish,Seafood,71,0,Marine,8
"Bonaire, Saint Eustatius and Saba",Caribbean,marine fish,Seafood,0,0,Marine,8
Cambodia,Southern Asia,marine fish,Seafood,9369,0,Marine,8
Chile,South America,marine fish,Seafood,11235779,0,Marine,8
"China, Hong Kong SAR",Eastern Asia,marine fish,Seafood,15677,0,Marine,8
"China, mainland",China,marine fish,Seafood,14861320,0,Marine,8
Colombia,South America,marine fish,Seafood,1874,0,Marine,8
Costa Rica,Central America,marine fish,Seafood,3248,0,Marine,8
Cuba,Caribbean,marine fish,Seafood,0,0,Marine,8
Cyprus,Western Asia,marine fish,Seafood,59573,0,Marine,8
Dominican Republic,Caribbean,marine fish,Seafood,4372,0,Marine,8
Ecuador,South America,marine fish,Seafood,62,0,Marine,8
French Polynesia,Small Island Nations,marine fish,Seafood,160,0,Marine,8
Georgia,Western Asia,marine fish,Seafood,250,0,Marine,8
Guadeloupe,Caribbean,marine fish,Seafood,187,0,Marine,8
Indonesia,Southern Asia,marine fish,Seafood,9772688,0,Marine,8
Israel,Middle East,marine fish,Seafood,38388,0,Marine,8
Japan,Eastern Asia,marine fish,Seafood,2972634,0,Marine,8
"Korea, Dem. People's Rep",Eastern Asia,marine fish,Seafood,1249,0,Marine,8
"Korea, Republic of",Eastern Asia,marine fish,Seafood,1042307,0,Marine,8
Kuwait,Western Asia,marine fish,Seafood,3710,0,Marine,8
Libya,Northern Africa,marine fish,Seafood,0,0,Marine,8
Marshall Islands,Small Island Nations,marine fish,Seafood,8,0,Marine,8
Martinique,Caribbean,marine fish,Seafood,737,0,Marine,8
Mauritius,Eastern Africa,marine fish,Seafood,8782,0,Marine,8
Mayotte,Eastern Africa,marine fish,Seafood,1499,0,Marine,8
Mexico,Central America,marine fish,Seafood,109438,0,Marine,8
Morocco,Northern Africa,marine fish,Seafood,2961,0,Marine,8
Mozambique,Eastern Africa,marine fish,Seafood,1874,0,Marine,8
Myanmar,Southern Asia,marine fish,Seafood,23048,0,Marine,8
Oman,Middle East,marine fish,Seafood,0,0,Marine,8
Palau,Small Island Nations,marine fish,Seafood,250,0,Marine,8
Panama,Central America,marine fish,Seafood,18226,0,Marine,8
Peru,South America,marine fish,Seafood,81,0,Marine,8
Philippines,Southern Asia,marine fish,Seafood,4659778,0,Marine,8
Puerto Rico,Central America,marine fish,Seafood,0,0,Marine,8
Qatar,Middle East,marine fish,Seafood,0,0,Marine,8
R'union,Eastern Africa,marine fish,Seafood,62,0,Marine,8
Russian Federation,East Europe and CIS,marine fish,Seafood,234725,0,Marine,8
Saudi Arabia,Middle East,marine fish,Seafood,60336,0,Marine,8
Singapore,Southern Asia,marine fish,Seafood,46454,0,Marine,8
South Africa,Southern Africa,marine fish,Seafood,1874,0,Marine,8
Taiwan Province of China,China,marine fish,Seafood,1255248,0,Marine,8
Tunisia,Northern Africa,marine fish,Seafood,126032,0,Marine,8
Turkey,Middle East,marine fish,Seafood,1574779,0,Marine,8
Tuvalu,Small Island Nations,marine fish,Seafood,31,0,Marine,8
Ukraine,East Europe and CIS,marine fish,Seafood,11455,0,Marine,8
Russian Federation,East Europe and CIS,marine fish,Seafood,0,0,Marine,8
United Arab Emirates,Middle East,marine fish,Seafood,3623,0,Marine,8
Viet Nam,Southern Asia,marine fish,Seafood,2603895,0,Marine,8
Yugoslavia,East Europe and CIS,marine fish,Seafood,0,0,Marine,8
Sri Lanka,Southern Asia,marine fish,Seafood,221,0,Marine,8
Eritrea,Eastern Africa,marine fish,Seafood,0,0,Marine,8
Brunei Darussalam,Southern Asia,marine fish,Seafood,1418,0,Marine,8
Guam,Small Island Nations,marine fish,Seafood,375,0,Marine,8
Guyana,South America,marine fish,Seafood,1125,0,Marine,8
India,Southern Asia,marine fish,Seafood,1124280,0,Marine,8
Fiji,Small Island Nations,marine fish,Seafood,0,0,Marine,8
Bangladesh,Middle East,marine fish,Seafood,1169963,0,Marine,8
Thailand,Southern Asia,marine fish,Seafood,239384,0,Marine,8
Saint Kitts and Nevis,Central America,marine fish,Seafood,12,0,Marine,8
Malaysia,Southern Asia,marine fish,Seafood,802912,0,Marine,8
Jordan,Western Asia,marine fish,Seafood,2561,0,Marine,8
"Tanzania, United Rep. of",Eastern Africa,marine fish,Seafood,2623,0,Marine,8
Suriname,South America,marine fish,Seafood,21,0,Marine,8
Iran,Middle East,marine fish,Seafood,1537,0,Marine,8
Algeria,Northern Africa,marine fish,Seafood,12927,0,Marine,8
Timor-Leste,Southern Asia,marine fish,Seafood,62,0,Marine,8
"Palestine, Occupied Tr.",Middle East,marine fish,Seafood,1874,0,Marine,8
Micronesia (Federated States of),Small Island Nations,marine fish,Seafood,0,0,Marine,8
Nauru,Small Island Nations,marine fish,Seafood,4,0,Marine,8
Samoa,Small Island Nations,marine fish,Seafood,35,0,Marine,8
Senegal,Western Africa,marine fish,Seafood,3298,0,Marine,8
Zanzibar,Small Island Nations,marine fish,Seafood,132,0,Marine,8
Nigeria,Western Africa,marine fish,Seafood,0,0,Marine,8
Aruba,Caribbean,marine fish,Seafood,0,0,Marine,8
Kiribati,Small Island Nations,marine fish,Seafood,25,0,Marine,8
Papua New Guinea,Small Island Nations,marine fish,Seafood,12,0,Marine,8
El Salvador,Central America,marine fish,Seafood,12,0,Marine,8
Egypt,Northern Africa,marine fish,Seafood,11260576,0,Marine,8
Vanuatu,Small Island Nations,marine fish,Seafood,25,0,Marine,8
Cote d'Ivoire,Western Africa,marine fish,Seafood,10243,0,Marine,8
Australia,Australia,marine crustacean,Seafood,3774,,Current,9
France,Europe,marine crustacean,Seafood,40,,Current,9
Greece,Europe,marine crustacean,Seafood,0,,Current,9
Italy,Europe,marine crustacean,Seafood,8,,Current,9
New Caledonia,Small Island Nations,marine crustacean,Seafood,1636,,Current,9
Portugal,Europe,marine crustacean,Seafood,5,,Current,9
Spain,Europe,marine crustacean,Seafood,159,,Current,9
Turks and Caicos Islands,Caribbean,marine crustacean,Seafood,0,,Current,9
United States of America,USA,marine crustacean,Seafood,2209,,Current,9
Northern Mariana Is.,USA,marine crustacean,Seafood,23,,Current,9
Bahamas,Caribbean,marine crustacean,Seafood,8,,Current,9
Brazil,South America,marine crustacean,Seafood,65028,,Current,9
Cambodia,Southern Asia,marine crustacean,Seafood,170,,Current,9
"China, mainland",China,marine crustacean,Seafood,118836,,Current,9
Colombia,South America,marine crustacean,Seafood,2862,,Current,9
Costa Rica,Central America,marine crustacean,Seafood,2973,,Current,9
Cuba,Caribbean,marine crustacean,Seafood,4121,,Current,9
Cyprus,Western Asia,marine crustacean,Seafood,23,,Current,9
Dominican Republic,Caribbean,marine crustacean,Seafood,450,,Current,9
Ecuador,South America,marine crustacean,Seafood,340000,,Current,9
French Polynesia,Small Island Nations,marine crustacean,Seafood,89,,Current,9
Indonesia,Southern Asia,marine crustacean,Seafood,598609,,Current,9
Japan,Eastern Asia,marine crustacean,Seafood,1582,,Current,9
"Korea, Republic of",Eastern Asia,marine crustacean,Seafood,4501,,Current,9
Madagascar,Eastern Africa,marine crustacean,Seafood,4696,,Current,9
Mauritius,Eastern Africa,marine crustacean,Seafood,1,,Current,9
Mexico,Central America,marine crustacean,Seafood,86973,,Current,9
Mozambique,Eastern Africa,marine crustacean,Seafood,0,,Current,9
Myanmar,Southern Asia,marine crustacean,Seafood,42000,,Current,9
Nicaragua,Central America,marine crustacean,Seafood,30528,,Current,9
Oman,Middle East,marine crustacean,Seafood,277,,Current,9
Pakistan,Middle East,marine crustacean,Seafood,115,,Current,9
Panama,Central America,marine crustacean,Seafood,8611,,Current,9
Peru,South America,marine crustacean,Seafood,21484,,Current,9
Philippines,Southern Asia,marine crustacean,Seafood,74617,,Current,9
Saudi Arabia,Middle East,marine crustacean,Seafood,12980,,Current,9
Seychelles,Eastern Africa,marine crustacean,Seafood,0,,Current,9
Singapore,Southern Asia,marine crustacean,Seafood,265,,Current,9
Taiwan Province of China,China,marine crustacean,Seafood,7406,,Current,9
Tunisia,Northern Africa,marine crustacean,Seafood,0,,Current,9
Turkey,Middle East,marine crustacean,Seafood,0,,Current,9
United Arab Emirates,Middle East,marine crustacean,Seafood,350,,Current,9
Viet Nam,Southern Asia,marine crustacean,Seafood,651861,,Current,9
Sri Lanka,Southern Asia,marine crustacean,Seafood,5152,,Current,9
Belize,Central America,marine crustacean,Seafood,7164,,Current,9
Eritrea,Eastern Africa,marine crustacean,Seafood,0,,Current,9
"China, mainland",China,marine crustacean,Seafood,1314927,,Current,9
Brunei Darussalam,Southern Asia,marine crustacean,Seafood,591,,Current,9
Guam,Small Island Nations,marine crustacean,Seafood,10,,Current,9
Guatemala,Central America,marine crustacean,Seafood,11212,,Current,9
Guyana,South America,marine crustacean,Seafood,140,,Current,9
India,Southern Asia,marine crustacean,Seafood,377059,,Current,9
Fiji,Small Island Nations,marine crustacean,Seafood,9,,Current,9
Bangladesh,Middle East,marine crustacean,Seafood,80693,,Current,9
Ghana,Western Africa,marine crustacean,Seafood,10,,Current,9
Thailand,Southern Asia,marine crustacean,Seafood,280007,,Current,9
Saint Kitts and Nevis,Central America,marine crustacean,Seafood,0,,Current,9
Malaysia,Southern Asia,marine crustacean,Seafood,61433,,Current,9
"Tanzania, United Rep. of",Eastern Africa,marine crustacean,Seafood,391,,Current,9
"Venezuela, Boliv Rep of",South America,marine crustacean,Seafood,22500,,Current,9
Suriname,South America,marine crustacean,Seafood,74,,Current,9
Iran,Middle East,marine crustacean,Seafood,22475,,Current,9
Algeria,Northern Africa,marine crustacean,Seafood,0,,Current,9
Timor-Leste,Southern Asia,marine crustacean,Seafood,1,,Current,9
Lebanon,Middle East,marine crustacean,Seafood,10,,Current,9
Uruguay,South America,marine crustacean,Seafood,0,,Current,9
Senegal,Western Africa,marine crustacean,Seafood,0,,Current,9
Yemen,Middle East,marine crustacean,Seafood,0,,Current,9
Papua New Guinea,Small Island Nations,marine crustacean,Seafood,14,,Current,9
El Salvador,Central America,marine crustacean,Seafood,812,,Current,9
Egypt,Northern Africa,marine crustacean,Seafood,7235,,Current,9
Vanuatu,Small Island Nations,marine crustacean,Seafood,13,,Current,9
Honduras,Central America,marine crustacean,Seafood,32000,,Current,9
Australia,Australia,marine crustacean,Seafood,7554,21144,BAU,9
France,Europe,marine crustacean,Seafood,80,2470,BAU,9
Greece,Europe,marine crustacean,Seafood,0,0,BAU,9
Italy,Europe,marine crustacean,Seafood,15,2,BAU,9
New Caledonia,Small Island Nations,marine crustacean,Seafood,3275,1339,BAU,9
Portugal,Europe,marine crustacean,Seafood,10,442,BAU,9
Spain,Europe,marine crustacean,Seafood,317,5,BAU,9
Turks and Caicos Islands,Caribbean,marine crustacean,Seafood,0,0,BAU,9
United States of America,USA,marine crustacean,Seafood,4422,1,BAU,9
Northern Mariana Is.,USA,marine crustacean,Seafood,46,192,BAU,9
Bahamas,Caribbean,marine crustacean,Seafood,18,0,BAU,9
Brazil,South America,marine crustacean,Seafood,143167,0,BAU,9
Cambodia,Southern Asia,marine crustacean,Seafood,374,104942,BAU,9
"China, mainland",China,marine crustacean,Seafood,261632,0,BAU,9
Colombia,South America,marine crustacean,Seafood,6301,95,BAU,9
Costa Rica,Central America,marine crustacean,Seafood,6545,1,BAU,9
Cuba,Caribbean,marine crustacean,Seafood,9073,7623,BAU,9
Cyprus,Western Asia,marine crustacean,Seafood,52,20,BAU,9
Dominican Republic,Caribbean,marine crustacean,Seafood,991,13931,BAU,9
Ecuador,South America,marine crustacean,Seafood,748551,335,BAU,9
French Polynesia,Small Island Nations,marine crustacean,Seafood,196,349,BAU,9
Indonesia,Southern Asia,marine crustacean,Seafood,1317909,483,BAU,9
Japan,Eastern Asia,marine crustacean,Seafood,3483,3,BAU,9
"Korea, Republic of",Eastern Asia,marine crustacean,Seafood,9909,53,BAU,9
Madagascar,Eastern Africa,marine crustacean,Seafood,10339,39857,BAU,9
Mauritius,Eastern Africa,marine crustacean,Seafood,2,10,BAU,9
Mexico,Central America,marine crustacean,Seafood,191481,70172,BAU,9
Mozambique,Eastern Africa,marine crustacean,Seafood,0,185,BAU,9
Myanmar,Southern Asia,marine crustacean,Seafood,92468,528,BAU,9
Nicaragua,Central America,marine crustacean,Seafood,67211,550,BAU,9
Oman,Middle East,marine crustacean,Seafood,610,0,BAU,9
Pakistan,Middle East,marine crustacean,Seafood,253,10195,BAU,9
Panama,Central America,marine crustacean,Seafood,18958,0,BAU,9
Peru,South America,marine crustacean,Seafood,47299,4923,BAU,9
Philippines,Southern Asia,marine crustacean,Seafood,164278,3579,BAU,9
Saudi Arabia,Middle East,marine crustacean,Seafood,28577,32,BAU,9
Seychelles,Eastern Africa,marine crustacean,Seafood,0,13,BAU,9
Singapore,Southern Asia,marine crustacean,Seafood,584,1009,BAU,9
Taiwan Province of China,China,marine crustacean,Seafood,16306,2518,BAU,9
Tunisia,Northern Africa,marine crustacean,Seafood,0,8747,BAU,9
Turkey,Middle East,marine crustacean,Seafood,0,1522,BAU,9
United Arab Emirates,Middle East,marine crustacean,Seafood,771,0,BAU,9
Viet Nam,Southern Asia,marine crustacean,Seafood,1435150,31,BAU,9
Sri Lanka,Southern Asia,marine crustacean,Seafood,11342,868,BAU,9
Belize,Central America,marine crustacean,Seafood,15771,0,BAU,9
Eritrea,Eastern Africa,marine crustacean,Seafood,0,0,BAU,9
"China, mainland",China,marine crustacean,Seafood,2894970,41,BAU,9
Brunei Darussalam,Southern Asia,marine crustacean,Seafood,1302,76415,BAU,9
Guam,Small Island Nations,marine crustacean,Seafood,22,604,BAU,9
Guatemala,Central America,marine crustacean,Seafood,24685,840,BAU,9
Guyana,South America,marine crustacean,Seafood,309,0,BAU,9
India,Southern Asia,marine crustacean,Seafood,830141,154143,BAU,9
Fiji,Small Island Nations,marine crustacean,Seafood,20,69,BAU,9
Bangladesh,Middle East,marine crustacean,Seafood,177655,1,BAU,9
Ghana,Western Africa,marine crustacean,Seafood,22,1314,BAU,9
Thailand,Southern Asia,marine crustacean,Seafood,616469,16,BAU,9
Saint Kitts and Nevis,Central America,marine crustacean,Seafood,0,44201,BAU,9
Malaysia,Southern Asia,marine crustacean,Seafood,135251,1,BAU,9
"Tanzania, United Rep. of",Eastern Africa,marine crustacean,Seafood,861,9459,BAU,9
"Venezuela, Boliv Rep of",South America,marine crustacean,Seafood,49536,1,BAU,9
Suriname,South America,marine crustacean,Seafood,164,32824,BAU,9
Iran,Middle East,marine crustacean,Seafood,49481,0,BAU,9
Algeria,Northern Africa,marine crustacean,Seafood,0,7201,BAU,9
Timor-Leste,Southern Asia,marine crustacean,Seafood,2,46,BAU,9
Lebanon,Middle East,marine crustacean,Seafood,22,2638,BAU,9
Uruguay,South America,marine crustacean,Seafood,0,9,BAU,9
Senegal,Western Africa,marine crustacean,Seafood,0,2635,BAU,9
Yemen,Middle East,marine crustacean,Seafood,0,0,BAU,9
Papua New Guinea,Small Island Nations,marine crustacean,Seafood,31,0,BAU,9
El Salvador,Central America,marine crustacean,Seafood,1788,1,BAU,9
Egypt,Northern Africa,marine crustacean,Seafood,15929,0,BAU,9
Vanuatu,Small Island Nations,marine crustacean,Seafood,28,0,BAU,9
Honduras,Central America,marine crustacean,Seafood,70452,0,BAU,9
Australia,Australia,marine crustacean,Seafood,16383,0,Mixed,9
France,Europe,marine crustacean,Seafood,174,0,Mixed,9
Greece,Europe,marine crustacean,Seafood,0,0,Mixed,9
Italy,Europe,marine crustacean,Seafood,34,0,Mixed,9
New Caledonia,Small Island Nations,marine crustacean,Seafood,7102,0,Mixed,9
Portugal,Europe,marine crustacean,Seafood,22,0,Mixed,9
Spain,Europe,marine crustacean,Seafood,688,0,Mixed,9
Turks and Caicos Islands,Caribbean,marine crustacean,Seafood,0,0,Mixed,9
United States of America,USA,marine crustacean,Seafood,9589,0,Mixed,9
Northern Mariana Is.,USA,marine crustacean,Seafood,100,0,Mixed,9
Bahamas,Caribbean,marine crustacean,Seafood,36,0,Mixed,9
Brazil,South America,marine crustacean,Seafood,282287,0,Mixed,9
Cambodia,Southern Asia,marine crustacean,Seafood,738,0,Mixed,9
"China, mainland",China,marine crustacean,Seafood,515867,0,Mixed,9
Colombia,South America,marine crustacean,Seafood,12424,0,Mixed,9
Costa Rica,Central America,marine crustacean,Seafood,12906,0,Mixed,9
Cuba,Caribbean,marine crustacean,Seafood,17889,0,Mixed,9
Cyprus,Western Asia,marine crustacean,Seafood,102,0,Mixed,9
Dominican Republic,Caribbean,marine crustacean,Seafood,1953,0,Mixed,9
Ecuador,South America,marine crustacean,Seafood,1475940,0,Mixed,9
French Polynesia,Small Island Nations,marine crustacean,Seafood,386,0,Mixed,9
Indonesia,Southern Asia,marine crustacean,Seafood,2598561,0,Mixed,9
Japan,Eastern Asia,marine crustacean,Seafood,6867,0,Mixed,9
"Korea, Republic of",Eastern Asia,marine crustacean,Seafood,19539,0,Mixed,9
Madagascar,Eastern Africa,marine crustacean,Seafood,20385,0,Mixed,9
Mauritius,Eastern Africa,marine crustacean,Seafood,4,0,Mixed,9
Mexico,Central America,marine crustacean,Seafood,377549,0,Mixed,9
Mozambique,Eastern Africa,marine crustacean,Seafood,0,0,Mixed,9
Myanmar,Southern Asia,marine crustacean,Seafood,182322,0,Mixed,9
Nicaragua,Central America,marine crustacean,Seafood,132522,0,Mixed,9
Oman,Middle East,marine crustacean,Seafood,1202,0,Mixed,9
Pakistan,Middle East,marine crustacean,Seafood,499,0,Mixed,9
Panama,Central America,marine crustacean,Seafood,37380,0,Mixed,9
Peru,South America,marine crustacean,Seafood,93261,0,Mixed,9
Philippines,Southern Asia,marine crustacean,Seafood,323912,0,Mixed,9
Saudi Arabia,Middle East,marine crustacean,Seafood,56346,0,Mixed,9
Seychelles,Eastern Africa,marine crustacean,Seafood,0,0,Mixed,9
Singapore,Southern Asia,marine crustacean,Seafood,1152,0,Mixed,9
Taiwan Province of China,China,marine crustacean,Seafood,32152,0,Mixed,9
Tunisia,Northern Africa,marine crustacean,Seafood,0,0,Mixed,9
Turkey,Middle East,marine crustacean,Seafood,0,0,Mixed,9
United Arab Emirates,Middle East,marine crustacean,Seafood,1519,0,Mixed,9
Viet Nam,Southern Asia,marine crustacean,Seafood,2829729,0,Mixed,9
Sri Lanka,Southern Asia,marine crustacean,Seafood,22363,0,Mixed,9
Belize,Central America,marine crustacean,Seafood,31097,0,Mixed,9
Eritrea,Eastern Africa,marine crustacean,Seafood,0,0,Mixed,9
"China, mainland",China,marine crustacean,Seafood,5708098,0,Mixed,9
Brunei Darussalam,Southern Asia,marine crustacean,Seafood,2567,0,Mixed,9
Guam,Small Island Nations,marine crustacean,Seafood,43,0,Mixed,9
Guatemala,Central America,marine crustacean,Seafood,48671,0,Mixed,9
Guyana,South America,marine crustacean,Seafood,609,0,Mixed,9
India,Southern Asia,marine crustacean,Seafood,1636813,0,Mixed,9
