Country,Country.Region,ID,animals,Taxon,Current_onfeed,mean_wheat,mean_corn,mean_soy,mean_rs,mean_pulses,mean_barley,mean_cv
Puerto Rico,Central America,Central America_sheep,sheep,Meat,13,19,16,31,0,28,25,0
Qatar,Middle East,Middle East_sheep,sheep,Meat,4860,7184,6078,11604,0,10499,9394,0
R'union,Eastern Africa,Eastern Africa_sheep,sheep,Meat,4,5,4,8,0,8,7,0
Republic of Korea,Eastern Asia,Eastern Asia_sheep,sheep,Meat,12,17,15,28,0,25,23,0
Republic of Moldova,East Europe and CIS,Other_sheep,sheep,Meat,1323,1956,1655,3159,0,2858,2557,0
Russian Federation,East Europe and CIS,Other_sheep,sheep,Meat,109193,161399,136568,260721,0,235891,211060,0
Rwanda,Eastern Africa,Eastern Africa_sheep,sheep,Meat,845,1249,1057,2017,0,1825,1633,0
Saint Kitts and Nevis,Central America,Central America_sheep,sheep,Meat,8,12,10,20,0,18,16,0
Saint Lucia,Central America,Central America_sheep,sheep,Meat,64,95,80,153,0,138,124,0
Saint Vincent and the Grenadines,Caribbean,Caribbean_sheep,sheep,Meat,43,63,54,102,0,92,83,0
Samoa,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Sao Tome and Principe,Central Africa,Central Africa_sheep,sheep,Meat,1,1,1,2,0,2,2,0
Saudi Arabia,Middle East,Middle East_sheep,sheep,Meat,54000,79817,67538,128936,0,116656,104377,0
Senegal,Western Africa,Western Africa_sheep,sheep,Meat,10605,15675,13264,25321,0,22910,20498,0
Seychelles,Eastern Africa,Eastern Africa_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Sierra Leone,Western Africa,Western Africa_sheep,sheep,Meat,857,1266,1071,2045,0,1851,1656,0
Singapore,Southern Asia,Southern Asia_sheep,sheep,Meat,25,36,31,59,0,53,47,0
Solomon Islands,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Somalia,Eastern Africa,Eastern Africa_sheep,sheep,Meat,20020,29592,25039,47802,0,43249,38697,0
South Africa,Southern Africa,Southern Africa_sheep,sheep,Meat,63250,93490,79107,151022,0,136639,122256,0
South Sudan,Eastern Africa,Eastern Africa_sheep,sheep,Meat,49720,73491,62185,118716,0,107410,96104,0
Sri Lanka,Southern Asia,Southern Asia_sheep,sheep,Meat,91,135,114,217,0,197,176,0
Sudan,Northern Africa,Northern Africa_sheep,sheep,Meat,175500,259407,219498,419041,0,379133,339224,0
Suriname,South America,South America_sheep,sheep,Meat,8,12,10,20,0,18,16,0
Swaziland,Southern Africa,Southern Africa_sheep,sheep,Meat,231,342,289,553,0,500,447,0
Syrian Arab Republic,Middle East,Middle East_sheep,sheep,Meat,88492,130800,110677,211292,0,191169,171046,0
Tajikistan,East Europe and CIS,Other_sheep,sheep,Meat,29862,44139,37348,71301,0,64511,57720,0
Thailand,Southern Asia,Southern Asia_sheep,sheep,Meat,94,139,117,224,0,202,181,0
Timor-Leste,Southern Asia,Southern Asia_sheep,sheep,Meat,60,89,75,143,0,130,116,0
Togo,Western Africa,Western Africa_sheep,sheep,Meat,2178,3219,2724,5200,0,4705,4210,0
Tokelau,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Tonga,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Trinidad and Tobago,Caribbean,Caribbean_sheep,sheep,Meat,135,200,169,323,0,292,261,0
Tunisia,Northern Africa,Northern Africa_sheep,sheep,Meat,26298,38871,32891,62792,0,56812,50831,0
Turkey,Middle East,Middle East_sheep,sheep,Meat,159300,235461,199237,380361,0,344136,307911,0
Turkmenistan,East Europe and CIS,Other_sheep,sheep,Meat,91350,135024,114251,218116,0,197343,176570,0
Tuvalu,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Uganda,Eastern Africa,Eastern Africa_sheep,sheep,Meat,4189,6191,5239,10002,0,9049,8097,0
Ukraine,East Europe and CIS,Other_sheep,sheep,Meat,7304,10796,9135,17440,0,15779,14118,0
United Arab Emirates,Middle East,Middle East_sheep,sheep,Meat,3888,5747,4863,9283,0,8399,7515,0
United Republic of Tanzania,Eastern Africa,Eastern Africa_sheep,sheep,Meat,11088,16389,13868,26475,0,23953,21432,0
United States Virgin Islands,Caribbean,Caribbean_sheep,sheep,Meat,10,14,12,23,0,21,19,0
Uruguay,South America,South America_sheep,sheep,Meat,20480,30271,25614,48900,0,44243,39586,0
Uzbekistan,East Europe and CIS,Other_sheep,sheep,Meat,77490,114538,96917,185023,0,167402,149780,0
Vanuatu,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Venezuela (Bolivarian Republic of),South America,South America_sheep,sheep,Meat,3024,4470,3782,7220,0,6533,5845,0
Viet Nam,Southern Asia,Southern Asia_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Wallis and Futuna Islands,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Western Sahara,Northern Africa,Northern Africa_sheep,sheep,Meat,40,59,50,95,0,86,77,0
Yemen,Middle East,Middle East_sheep,sheep,Meat,29775,44011,37240,71094,0,64323,57552,0
Zambia,Eastern Africa,Eastern Africa_sheep,sheep,Meat,388,574,485,927,0,838,750,0
Zimbabwe,Eastern Africa,Eastern Africa_sheep,sheep,Meat,197,291,247,471,0,426,381,0
Afghanistan,Middle East,Middle East_chicken,chicken,Meat,26400,5251,9918,30922,0,0,0,0
Algeria,Northern Africa,Northern Africa_chicken,chicken,Meat,267000,53106,100312,312737,0,0,0,0
American Samoa,Island nation,Other_chicken,chicken,Meat,24,5,9,28,0,0,0,0
Angola,Central Africa,Central Africa_chicken,chicken,Meat,29880,5943,11226,34998,0,0,0,0
Antigua and Barbuda,Caribbean,Caribbean_chicken,chicken,Meat,42,8,16,49,0,0,0,0
Argentina,South America,South America_chicken,chicken,Meat,1780000,354042,668746,2084914,0,0,0,0
Armenia,East Europe and CIS,Other_chicken,chicken,Meat,8200,1631,3081,9605,0,0,0,0
Azerbaijan,Middle East,Middle East_chicken,chicken,Meat,97452,19383,36613,114146,0,0,0,0
Bahamas,Caribbean,Caribbean_chicken,chicken,Meat,6720,1337,2525,7871,0,0,0,0
Bahrain,Middle East,Middle East_chicken,chicken,Meat,6450,1283,2423,7555,0,0,0,0
Bangladesh,Middle East,Southern Asia_chicken,chicken,Meat,173600,34529,65222,203338,0,0,0,0
Barbados,Caribbean,Caribbean_chicken,chicken,Meat,14700,2924,5523,17218,0,0,0,0
Belarus,East Europe and CIS,Other_chicken,chicken,Meat,382500,76079,143705,448022,0,0,0,0
Belize,Central America,Central America_chicken,chicken,Meat,16018,3186,6018,18762,0,0,0,0
Benin,Western Africa,Western Africa_chicken,chicken,Meat,24400,4853,9167,28580,0,0,0,0
Bhutan,Middle East,Middle East_chicken,chicken,Meat,455,90,171,533,0,0,0,0
Bolivia (Plurinational State of),South America,South America_chicken,chicken,Meat,379505,75484,142580,444514,0,0,0,0
Botswana,Southern Africa,Southern Africa_chicken,chicken,Meat,7200,1432,2705,8433,0,0,0,0
Brazil,South America,South America_chicken,chicken,Meat,12387323,2463839,4653917,14509271,0,0,0,0
British Virgin Islands,Caribbean,Caribbean_chicken,chicken,Meat,0,0,0,0,0,0,0,0
Brunei Darussalam,Southern Asia,Southern Asia_chicken,chicken,Meat,26580,5287,9986,31133,0,0,0,0
Burkina Faso,Western Africa,Western Africa_chicken,chicken,Meat,38160,7590,14337,44697,0,0,0,0
Burundi,Eastern Africa,Eastern Africa_chicken,chicken,Meat,3690,734,1386,4322,0,0,0,0
Cote d'Ivoire,Western Africa,Western Africa_chicken,chicken,Meat,47553,9458,17866,55699,0,0,0,0
Cabo Verde,Western Africa,Western Africa_chicken,chicken,Meat,929,185,349,1088,0,0,0,0
Cambodia,Southern Asia,Southern Asia_chicken,chicken,Meat,17500,3481,6575,20498,0,0,0,0
Cameroon,Central Africa,Central Africa_chicken,chicken,Meat,72000,14321,27050,84334,0,0,0,0
Central African Republic,Central Africa,Central Africa_chicken,chicken,Meat,6000,1193,2254,7028,0,0,0,0
Chad,Central Africa,Central Africa_chicken,chicken,Meat,5355,1065,2012,6272,0,0,0,0
Chile,South America,South America_chicken,chicken,Meat,577503,114865,216968,676429,0,0,0,0
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_chicken,chicken,Meat,27800,5529,10444,32562,0,0,0,0
"China, Macao SAR",Eastern Asia,Eastern Asia_chicken,chicken,Meat,3600,716,1353,4217,0,0,0,0
"China, mainland",China,China_chicken,chicken,Meat,12785400,2543016,4803475,14975539,0,0,0,0
"China, Taiwan Province of",China,China_chicken,chicken,Meat,555000,110390,208514,650072,0,0,0,0
Colombia,South America,South America_chicken,chicken,Meat,1275515,253700,479211,1494011,0,0,0,0
Comoros,Eastern Africa,Eastern Africa_chicken,chicken,Meat,576,115,216,675,0,0,0,0
Congo,Central Africa,Central Africa_chicken,chicken,Meat,6700,1333,2517,7848,0,0,0,0
Cook Islands,Island nation,Other_chicken,chicken,Meat,20,4,8,23,0,0,0,0
Costa Rica,Central America,Central America_chicken,chicken,Meat,114594,22793,43053,134224,0,0,0,0
Cuba,Caribbean,Caribbean_chicken,chicken,Meat,32448,6454,12191,38006,0,0,0,0
Cyprus,Western Asia,Western Asia_chicken,chicken,Meat,23939,4761,8994,28040,0,0,0,0
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_chicken,chicken,Meat,33000,6564,12398,38653,0,0,0,0
Democratic Republic of the Congo,Central Africa,Central Africa_chicken,chicken,Meat,11700,2327,4396,13704,0,0,0,0
Djibouti,Eastern Africa,Eastern Africa_chicken,chicken,Meat,0,0,0,0,0,0,0,0
Dominica,Caribbean,Caribbean_chicken,chicken,Meat,340,68,128,398,0,0,0,0
Dominican Republic,Caribbean,Caribbean_chicken,chicken,Meat,271609,54023,102044,318136,0,0,0,0
Ecuador,South America,South America_chicken,chicken,Meat,340000,67626,127738,398242,0,0,0,0
Egypt,Northern Africa,Northern Africa_chicken,chicken,Meat,834000,165883,313334,976864,0,0,0,0
El Salvador,Central America,Central America_chicken,chicken,Meat,113850,22645,42773,133353,0,0,0,0
Equatorial Guinea,Central Africa,Central Africa_chicken,chicken,Meat,244,49,92,286,0,0,0,0
Eritrea,Eastern Africa,Eastern Africa_chicken,chicken,Meat,1743,347,655,2042,0,0,0,0
Ethiopia,Eastern Africa,Eastern Africa_chicken,chicken,Meat,61840,12300,23233,72433,0,0,0,0
Falkland Islands (Malvinas),South America,South America_chicken,chicken,Meat,8,2,3,9,0,0,0,0
Fiji,Island nation,Other_chicken,chicken,Meat,16500,3282,6199,19326,0,0,0,0
French Guiana,South America,South America_chicken,chicken,Meat,470,93,177,551,0,0,0,0
French Polynesia,Island nation,Other_chicken,chicken,Meat,630,125,237,738,0,0,0,0
Gabon,Central Africa,Central Africa_chicken,chicken,Meat,3920,780,1473,4591,0,0,0,0
Gambia,Western Africa,Western Africa_chicken,chicken,Meat,1550,308,582,1816,0,0,0,0
Georgia,Western Asia,Western Asia_chicken,chicken,Meat,10100,2009,3795,11830,0,0,0,0
Ghana,Western Africa,Western Africa_chicken,chicken,Meat,50985,10141,19155,59719,0,0,0,0
Grenada,Caribbean,Caribbean_chicken,chicken,Meat,710,141,267,832,0,0,0,0
Guadeloupe,Caribbean,Caribbean_chicken,chicken,Meat,1400,278,526,1640,0,0,0,0
Guam,Island nation,Other_chicken,chicken,Meat,120,24,45,141,0,0,0,0
Guatemala,Central America,Central America_chicken,chicken,Meat,192308,38250,72250,225250,0,0,0,0
Guinea,Western Africa,Western Africa_chicken,chicken,Meat,6750,1343,2536,7906,0,0,0,0
Guinea-Bissau,Western Africa,Western Africa_chicken,chicken,Meat,1925,383,723,2255,0,0,0,0
Guyana,South America,South America_chicken,chicken,Meat,29280,5824,11000,34296,0,0,0,0
Haiti,Caribbean,Caribbean_chicken,chicken,Meat,8100,1611,3043,9488,0,0,0,0
Honduras,Central America,Central America_chicken,chicken,Meat,150700,29974,56618,176515,0,0,0,0
India,Southern Asia,Southern Asia_chicken,chicken,Meat,2328000,463039,874630,2726786,0,0,0,0
Indonesia,Southern Asia,Southern Asia_chicken,chicken,Meat,1837903,365559,690500,2152736,0,0,0,0
Iran (Islamic Republic of),Middle East,Middle East_chicken,chicken,Meat,1956000,389048,734869,2291063,0,0,0,0
Iraq,Middle East,Middle East_chicken,chicken,Meat,88000,17503,33062,103074,0,0,0,0
Israel,Middle East,Middle East_chicken,chicken,Meat,443151,88143,166492,519063,0,0,0,0
Jamaica,Caribbean,Caribbean_chicken,chicken,Meat,103820,20650,39005,121604,0,0,0,0
Japan,Eastern Asia,Eastern Asia_chicken,chicken,Meat,1450000,288405,544765,1698385,0,0,0,0
Jordan,Western Asia,Western Asia_chicken,chicken,Meat,196000,38984,73637,229575,0,0,0,0
Kazakhstan,East Europe and CIS,Other_chicken,chicken,Meat,135796,27010,51019,159058,0,0,0,0
Kenya,Eastern Africa,Eastern Africa_chicken,chicken,Meat,20900,4157,7852,24480,0,0,0,0
Kiribati,Island nation,Other_chicken,chicken,Meat,765,152,287,896,0,0,0,0
Kuwait,Western Asia,Western Asia_chicken,chicken,Meat,40500,8055,15216,47438,0,0,0,0
Kyrgyzstan,East Europe and CIS,Other_chicken,chicken,Meat,6200,1233,2329,7262,0,0,0,0
Lao People's Democratic Republic,Southern Asia,Southern Asia_chicken,chicken,Meat,20800,4137,7815,24363,0,0,0,0
Lebanon,Middle East,Middle East_chicken,chicken,Meat,85000,16907,31935,99561,0,0,0,0
Lesotho,Southern Africa,Southern Africa_chicken,chicken,Meat,1600,318,601,1874,0,0,0,0
Liberia,Western Africa,Western Africa_chicken,chicken,Meat,11600,2307,4358,13587,0,0,0,0
Libya,Northern Africa,Northern Africa_chicken,chicken,Meat,125000,24863,46963,146413,0,0,0,0
Madagascar,Eastern Africa,Eastern Africa_chicken,chicken,Meat,38400,7638,14427,44978,0,0,0,0
Malawi,Eastern Africa,Eastern Africa_chicken,chicken,Meat,22800,4535,8566,26706,0,0,0,0
Malaysia,Southern Asia,Southern Asia_chicken,chicken,Meat,1245851,247800,468066,1459265,0,0,0,0
Mali,Western Africa,Western Africa_chicken,chicken,Meat,44136,8779,16582,51696,0,0,0,0
Martinique,Caribbean,Caribbean_chicken,chicken,Meat,1580,314,594,1851,0,0,0,0
Mauritania,Western Africa,Western Africa_chicken,chicken,Meat,4640,923,1743,5435,0,0,0,0
Mauritius,Eastern Africa,Eastern Africa_chicken,chicken,Meat,47000,9348,17658,55051,0,0,0,0
Mexico,Central America,Central America_chicken,chicken,Meat,2808032,558518,1054978,3289048,0,0,0,0
Micronesia (Federated States of),Island nation,Other_chicken,chicken,Meat,140,28,53,164,0,0,0,0
Mongolia,Eastern Asia,Eastern Asia_chicken,chicken,Meat,392,78,147,459,0,0,0,0
Montserrat,Caribbean,Caribbean_chicken,chicken,Meat,84,17,32,98,0,0,0,0
Morocco,Northern Africa,Northern Africa_chicken,chicken,Meat,602000,119738,226171,705123,0,0,0,0
Mozambique,Eastern Africa,Eastern Africa_chicken,chicken,Meat,24300,4833,9130,28463,0,0,0,0
Myanmar,Southern Asia,Southern Asia_chicken,chicken,Meat,1082250,215260,406601,1267639,0,0,0,0
Namibia,Southern Africa,Southern Africa_chicken,chicken,Meat,12480,2482,4689,14618,0,0,0,0
Nauru,Island nation,Other_chicken,chicken,Meat,4,1,2,5,0,0,0,0
Nepal,Southern Asia,Southern Asia_chicken,chicken,Meat,42810,8515,16084,50143,0,0,0,0
Nicaragua,Central America,Central America_chicken,chicken,Meat,123374,24539,46352,144508,0,0,0,0
Niger,Western Africa,Western Africa_chicken,chicken,Meat,17200,3421,6462,20146,0,0,0,0
Nigeria,Western Africa,Western Africa_chicken,chicken,Meat,170000,33813,63869,199121,0,0,0,0
Niue,Island nation,Other_chicken,chicken,Meat,20,4,8,23,0,0,0,0
Occupied Palestinian Territory,Middle East,Middle East_chicken,chicken,Meat,66800,13287,25097,78243,0,0,0,0
Oman,Middle East,Middle East_chicken,chicken,Meat,6144,1222,2308,7196,0,0,0,0
Pakistan,Middle East,Middle East_chicken,chicken,Meat,907000,180402,340760,1062369,0,0,0,0
Panama,Central America,Central America_chicken,chicken,Meat,146000,29039,54852,171010,0,0,0,0
Papua New Guinea,Island nation,Other_chicken,chicken,Meat,6120,1217,2299,7168,0,0,0,0
Paraguay,South America,South America_chicken,chicken,Meat,40000,7956,15028,46852,0,0,0,0
Peru,South America,South America_chicken,chicken,Meat,1202614,239200,451822,1408622,0,0,0,0
Philippines,Southern Asia,Southern Asia_chicken,chicken,Meat,1046929,208234,393331,1226268,0,0,0,0
Puerto Rico,Central America,Central America_chicken,chicken,Meat,58000,11536,21791,67935,0,0,0,0
Qatar,Middle East,Middle East_chicken,chicken,Meat,10000,1989,3757,11713,0,0,0,0
R'union,Eastern Africa,Eastern Africa_chicken,chicken,Meat,17200,3421,6462,20146,0,0,0,0
Republic of Korea,Eastern Asia,Eastern Asia_chicken,chicken,Meat,616000,122522,231431,721521,0,0,0,0
Republic of Moldova,East Europe and CIS,Other_chicken,chicken,Meat,39000,7757,14652,45681,0,0,0,0
Russian Federation,East Europe and CIS,Other_chicken,chicken,Meat,3462656,688722,1300920,4055809,0,0,0,0
Rwanda,Eastern Africa,Eastern Africa_chicken,chicken,Meat,2520,501,947,2952,0,0,0,0
Saint Kitts and Nevis,Central America,Central America_chicken,chicken,Meat,168,33,63,197,0,0,0,0
Saint Lucia,Central America,Central America_chicken,chicken,Meat,1560,310,586,1827,0,0,0,0
Saint Vincent and the Grenadines,Caribbean,Caribbean_chicken,chicken,Meat,480,95,180,562,0,0,0,0
Samoa,Island nation,Other_chicken,chicken,Meat,600,119,225,703,0,0,0,0
Sao Tome and Principe,Central Africa,Central Africa_chicken,chicken,Meat,385,77,145,451,0,0,0,0
Saudi Arabia,Middle East,Middle East_chicken,chicken,Meat,576000,114566,216403,674669,0,0,0,0
Senegal,Western Africa,Western Africa_chicken,chicken,Meat,64507,12830,24235,75557,0,0,0,0
Seychelles,Eastern Africa,Eastern Africa_chicken,chicken,Meat,700,139,263,820,0,0,0,0
Sierra Leone,Western Africa,Western Africa_chicken,chicken,Meat,15120,3007,5681,17710,0,0,0,0
Singapore,Southern Asia,Southern Asia_chicken,chicken,Meat,92000,18299,34564,107760,0,0,0,0
Solomon Islands,Island nation,Other_chicken,chicken,Meat,288,57,108,337,0,0,0,0
Somalia,Eastern Africa,Eastern Africa_chicken,chicken,Meat,3600,716,1353,4217,0,0,0,0
South Africa,Southern Africa,Southern Africa_chicken,chicken,Meat,1497000,297753,562423,1753436,0,0,0,0
South Sudan,Eastern Africa,Eastern Africa_chicken,chicken,Meat,20000,3978,7514,23426,0,0,0,0
Sri Lanka,Southern Asia,Southern Asia_chicken,chicken,Meat,106500,21183,40012,124743,0,0,0,0
Sudan,Northern Africa,Northern Africa_chicken,chicken,Meat,45000,8951,16907,52709,0,0,0,0
Suriname,South America,South America_chicken,chicken,Meat,7933,1578,2980,9292,0,0,0,0
Swaziland,Southern Africa,Southern Africa_chicken,chicken,Meat,5850,1164,2198,6852,0,0,0,0
Syrian Arab Republic,Middle East,Middle East_chicken,chicken,Meat,107519,21386,40395,125937,0,0,0,0
Tajikistan,East Europe and CIS,Other_chicken,chicken,Meat,1300,259,488,1523,0,0,0,0
Thailand,Southern Asia,Southern Asia_chicken,chicken,Meat,1379000,274283,518090,1615223,0,0,0,0
Timor-Leste,Southern Asia,Southern Asia_chicken,chicken,Meat,800,159,301,937,0,0,0,0
Togo,Western Africa,Western Africa_chicken,chicken,Meat,32000,6365,12022,37482,0,0,0,0
Tokelau,Island nation,Other_chicken,chicken,Meat,5,1,2,6,0,0,0,0
Tonga,Island nation,Other_chicken,chicken,Meat,276,55,104,323,0,0,0,0
Trinidad and Tobago,Caribbean,Caribbean_chicken,chicken,Meat,67000,13326,25172,78477,0,0,0,0
Tunisia,Northern Africa,Northern Africa_chicken,chicken,Meat,140000,27846,52598,163982,0,0,0,0
Turkey,Middle East,Middle East_chicken,chicken,Meat,1758363,349738,660617,2059571,0,0,0,0
Turkmenistan,East Europe and CIS,Other_chicken,chicken,Meat,21250,4227,7984,24890,0,0,0,0
Tuvalu,Island nation,Other_chicken,chicken,Meat,50,10,19,59,0,0,0,0
Uganda,Eastern Africa,Eastern Africa_chicken,chicken,Meat,64500,12829,24233,75549,0,0,0,0
Ukraine,East Europe and CIS,Other_chicken,chicken,Meat,1168300,232375,438930,1368430,0,0,0,0
United Arab Emirates,Middle East,Middle East_chicken,chicken,Meat,43200,8592,16230,50600,0,0,0,0
United Republic of Tanzania,Eastern Africa,Eastern Africa_chicken,chicken,Meat,87408,17385,32839,102381,0,0,0,0
United States Virgin Islands,Caribbean,Caribbean_chicken,chicken,Meat,78,16,29,91,0,0,0,0
Uruguay,South America,South America_chicken,chicken,Meat,44000,8752,16531,51537,0,0,0,0
Uzbekistan,East Europe and CIS,Other_chicken,chicken,Meat,33000,6564,12398,38653,0,0,0,0
Vanuatu,Island nation,Other_chicken,chicken,Meat,900,179,338,1054,0,0,0,0
Venezuela (Bolivarian Republic of),South America,South America_chicken,chicken,Meat,1276178,253832,479460,1494787,0,0,0,0
Viet Nam,Southern Asia,Southern Asia_chicken,chicken,Meat,530500,105516,199309,621375,0,0,0,0
Wallis and Futuna Islands,Island nation,Other_chicken,chicken,Meat,48,10,18,56,0,0,0,0
Western Sahara,Northern Africa,Northern Africa_chicken,chicken,Meat,0,0,0,0,0,0,0,0
Yemen,Middle East,Middle East_chicken,chicken,Meat,152500,30332,57294,178623,0,0,0,0
Zambia,Eastern Africa,Eastern Africa_chicken,chicken,Meat,46000,9149,17282,53880,0,0,0,0
Zimbabwe,Eastern Africa,Eastern Africa_chicken,chicken,Meat,63825,12695,23979,74758,0,0,0,0
Afghanistan,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Algeria,Northern Africa,Northern Africa_pig,pig,Meat,120,94,51,153,24,24,35,4
American Samoa,Island nation,Other_pig,pig,Meat,315,247,134,402,62,62,93,10
Angola,Central Africa,Central Africa_pig,pig,Meat,93600,73457,39789,119368,18364,18364,27546,3061
Antigua and Barbuda,Caribbean,Caribbean_pig,pig,Meat,70,55,30,89,14,14,21,2
Argentina,South America,South America_pig,pig,Meat,416000,326477,176842,530525,81619,81619,122429,13603
Armenia,East Europe and CIS,Other_pig,pig,Meat,12600,9888,5356,16069,2472,2472,3708,412
Azerbaijan,Middle East,Middle East_pig,pig,Meat,743,583,316,948,146,146,219,24
Bahamas,Caribbean,Caribbean_pig,pig,Meat,334,262,142,426,66,66,98,11
Bahrain,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Bangladesh,Middle East,Southern Asia_pig,pig,Meat,0,0,0,0,0,0,0,0
Barbados,Caribbean,Caribbean_pig,pig,Meat,3040,2386,1292,3877,596,596,895,99
Belarus,East Europe and CIS,Other_pig,pig,Meat,468900,367993,199329,597988,91998,91998,137997,15333
Belize,Central America,Central America_pig,pig,Meat,1342,1053,570,1711,263,263,395,44
Benin,Western Africa,Western Africa_pig,pig,Meat,5096,3999,2166,6499,1000,1000,1500,167
Bhutan,Middle East,Middle East_pig,pig,Meat,991,778,421,1264,194,194,292,32
Bolivia (Plurinational State of),South America,South America_pig,pig,Meat,90599,71102,38514,115541,17776,17776,26663,2963
Botswana,Southern Africa,Southern Africa_pig,pig,Meat,500,392,213,638,98,98,147,16
Brazil,South America,South America_pig,pig,Meat,3280000,2574144,1394328,4182984,643536,643536,965304,107256
British Virgin Islands,Caribbean,Caribbean_pig,pig,Meat,20,16,9,26,4,4,6,1
Brunei Darussalam,Southern Asia,Southern Asia_pig,pig,Meat,44,35,19,56,9,9,13,1
Burkina Faso,Western Africa,Western Africa_pig,pig,Meat,32640,25616,13875,41626,6404,6404,9606,1067
Burundi,Eastern Africa,Eastern Africa_pig,pig,Meat,5351,4199,2275,6824,1050,1050,1575,175
Cote d'Ivoire,Western Africa,Western Africa_pig,pig,Meat,7323,5747,3113,9339,1437,1437,2155,239
Cabo Verde,Western Africa,Western Africa_pig,pig,Meat,2960,2323,1258,3775,581,581,871,97
Cambodia,Southern Asia,Southern Asia_pig,pig,Meat,98500,77303,41872,125617,19326,19326,28989,3221
Cameroon,Central Africa,Central Africa_pig,pig,Meat,29400,23073,12498,37494,5768,5768,8652,961
Central African Republic,Central Africa,Central Africa_pig,pig,Meat,17000,13342,7227,21680,3335,3335,5003,556
Chad,Central Africa,Central Africa_pig,pig,Meat,613,481,261,782,120,120,180,20
Chile,South America,South America_pig,pig,Meat,550033,431666,233819,701457,107916,107916,161875,17986
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_pig,pig,Meat,123700,97080,52585,157755,24270,24270,36405,4045
"China, Macao SAR",Eastern Asia,Eastern Asia_pig,pig,Meat,8300,6514,3528,10585,1628,1628,2443,271
"China, mainland",China,China_pig,pig,Meat,52733000,41384858,22416798,67250395,10346215,10346215,15519322,1724369
"China, Taiwan Province of",China,China_pig,pig,Meat,887000,696118,377064,1131191,174029,174029,261044,29005
Colombia,South America,South America_pig,pig,Meat,243133,190811,103356,310068,47703,47703,71554,7950
Comoros,Eastern Africa,Eastern Africa_pig,pig,Meat,0,0,0,0,0,0,0,0
Congo,Central Africa,Central Africa_pig,pig,Meat,2000,1570,850,2551,392,392,589,65
Cook Islands,Island nation,Other_pig,pig,Meat,555,436,236,708,109,109,163,18
Costa Rica,Central America,Central America_pig,pig,Meat,53883,42287,22906,68717,10572,10572,15858,1762
Cuba,Caribbean,Caribbean_pig,pig,Meat,193314,151713,82178,246533,37928,37928,56892,6321
Cyprus,Western Asia,Western Asia_pig,pig,Meat,48664,38192,20687,62061,9548,9548,14322,1591
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_pig,pig,Meat,112500,88290,47824,143471,22073,22073,33109,3679
Democratic Republic of the Congo,Central Africa,Central Africa_pig,pig,Meat,25000,19620,10628,31883,4905,4905,7358,818
Djibouti,Eastern Africa,Eastern Africa_pig,pig,Meat,0,0,0,0,0,0,0,0
Dominica,Caribbean,Caribbean_pig,pig,Meat,420,330,179,536,82,82,124,14
Dominican Republic,Caribbean,Caribbean_pig,pig,Meat,79082,62064,33618,100853,15516,15516,23274,2586
Ecuador,South America,South America_pig,pig,Meat,218800,171714,93012,279036,42929,42929,64393,7155
Egypt,Northern Africa,Northern Africa_pig,pig,Meat,470,369,200,599,92,92,138,15
El Salvador,Central America,Central America_pig,pig,Meat,7978,6261,3391,10174,1565,1565,2348,261
Equatorial Guinea,Central Africa,Central Africa_pig,pig,Meat,167,131,71,213,33,33,49,5
Eritrea,Eastern Africa,Eastern Africa_pig,pig,Meat,0,0,0,0,0,0,0,0
Ethiopia,Eastern Africa,Eastern Africa_pig,pig,Meat,1875,1472,797,2391,368,368,552,61
Falkland Islands (Malvinas),South America,South America_pig,pig,Meat,0,0,0,0,0,0,0,0
Fiji,Island nation,Other_pig,pig,Meat,4050,3178,1722,5165,795,795,1192,132
French Guiana,South America,South America_pig,pig,Meat,416,326,177,531,82,82,122,14
French Polynesia,Island nation,Other_pig,pig,Meat,1600,1256,680,2040,314,314,471,52
Gabon,Central Africa,Central Africa_pig,pig,Meat,3360,2637,1428,4285,659,659,989,110
Gambia,Western Africa,Western Africa_pig,pig,Meat,200,157,85,255,39,39,59,7
Georgia,Western Asia,Western Asia_pig,pig,Meat,14900,11694,6334,19002,2923,2923,4385,487
Ghana,Western Africa,Western Africa_pig,pig,Meat,21432,16820,9111,27332,4205,4205,6307,701
Grenada,Caribbean,Caribbean_pig,pig,Meat,250,196,106,319,49,49,74,8
Guadeloupe,Caribbean,Caribbean_pig,pig,Meat,1500,1177,638,1913,294,294,441,49
