Country,Country-Region,Animal,Farm_factor_wheat,Farm_factor_corn,Farm_factor_soy,Farm_factor_rapeseed,Farm_factor_pulses,Farm_factor_barley,Farm_factor_cassava
Comoros,Eastern Africa,pig,0,0.9,0.1,0,0.1,0,229.2
Congo,Central Africa,pig,0,0,0.3,0,0,0,1.7
Cook Islands,Island nation,pig,0,0.2,0.1,0,0,0,12.9
Costa Rica,Central America,pig,0,1.2,0.4,0,0,0,0
Cuba,Caribbean,pig,0.7,1.6,0.6,0,0,0,26.9
Cyprus,Western Asia,pig,0.1,2.7,0.9,0,0,8.8,0
Democratic People's Republic of Korea,Eastern Asia,pig,0.1,0.6,0.5,0,0,0.1,0
Democratic Republic of the Congo,Central Africa,pig,0,0.6,0.1,0,0,0,597.5
Djibouti,Eastern Africa,pig,0,0.9,0.1,0,0.1,0,229.2
Dominica,Caribbean,pig,0,0,0,0,0,0,24.6
Dominican Republic,Caribbean,pig,1.4,1.8,0.6,0,0,0,0
Ecuador,South America,pig,0,0.6,0.5,0,0,0,0
Egypt,Northern Africa,pig,4,3.3,1,0,0.2,0.3,8.7
El Salvador,Central America,pig,0,4.1,0.4,0,0,0,0
Equatorial Guinea,Central Africa,pig,0,0.6,0.1,0,0,0,597.5
Eritrea,Eastern Africa,pig,0,0.9,0.1,0,0.1,0,229.2
Ethiopia,Eastern Africa,pig,0,0.3,0,0,0,0,0
Falkland Islands (Malvinas),South America,pig,0.2,0.8,0.5,0,0,0.1,31.2
Fiji,Island nation,pig,0,0,0.2,0,0,0,52.8
French Guiana,South America,pig,0.2,0.8,0.5,0,0,0.1,31.2
French Polynesia,Island nation,pig,0,1.3,0.2,0,0,0,22.5
Gabon,Central Africa,pig,0,2.1,0.2,0,0,0,737.7
Gambia,Western Africa,pig,0,0.9,0,0,0,0,0
Georgia,Western Asia,pig,1.2,0.8,0.1,0,0,0,0
Ghana,Western Africa,pig,0,3.1,0,0,0,0,5389.3
Grenada,Caribbean,pig,3.2,3.8,0.3,0,0.3,0,0
Guadeloupe,Caribbean,pig,0.6,1.6,0.3,0,0,0,18.2
Guam,Island nation,pig,0,0.2,0.1,0,0,0,12.9
Guatemala,Central America,pig,0,1.5,0.4,0,0,0,0
Guinea,Western Africa,pig,0,1.6,0,0,0,0,6.7
Guinea-Bissau,Western Africa,pig,0,0,0,0,0,0,0
Guyana,South America,pig,0.4,1.2,0.3,0,0,0,35.9
Haiti,Caribbean,pig,0,0.1,0,0,0,0,37.1
Honduras,Central America,pig,0.1,0.9,0.3,0,0,0,0
India,Southern Asia,pig,0.2,0.3,0.1,0.1,0.1,0,0
Indonesia,Southern Asia,pig,0,0.9,0.5,0.2,0,0,20.6
Iran (Islamic Republic of),Middle East,pig,0.4,2.1,0.5,0.3,0,6.4,0
Iraq,Middle East,pig,10,1.1,0,0,0,4.8,0
Israel,Middle East,pig,3.2,2.1,0.6,0.9,0,9.8,0.2
Jamaica,Caribbean,pig,0,3.4,0.6,0,0,0,32.6
Japan,Eastern Asia,pig,0.3,2.8,0.6,1.2,0,2.1,0
Jordan,Western Asia,pig,0,3.5,1,0,0,17.1,0
Kazakhstan,East Europe and CIS,pig,6,0.2,0.1,0,0,3.2,0
Kenya,Eastern Africa,pig,0,0.1,0,0,0,0,0
Kiribati,Island nation,pig,0,0,0,0,0,0,0
Kuwait,Western Asia,pig,0,1.6,0.4,0,0,1.9,0
Kyrgyzstan,East Europe and CIS,pig,3.7,0.7,0,0,0,1.6,0
Lao People's Democratic Republic,Southern Asia,pig,0,2.2,0,0,0,0,42.6
Lebanon,Middle East,pig,1.2,2.5,0.7,0.1,0,4.8,0
Lesotho,Southern Africa,pig,0,0,0,0,0,0,0
Liberia,Western Africa,pig,0,0.8,0,0,0,0,0
Libya,Northern Africa,pig,1.6,1.6,0.5,0,0.1,2.4,1.7
Madagascar,Eastern Africa,pig,0,0,0,0,0,0,115.1
Malawi,Eastern Africa,pig,0,3.1,0.2,0,0.9,0,824.3
Malaysia,Southern Asia,pig,0,1.9,0.4,0.1,0,0,0.2
Mali,Western Africa,pig,0,0.4,0,0,0,0,242.9
Martinique,Caribbean,pig,0.6,1.6,0.3,0,0,0,18.2
Mauritania,Western Africa,pig,0,0,0,0,0,0,0
Mauritius,Eastern Africa,pig,0,2.9,0.6,0,0,0,0
Mexico,Central America,pig,0,1.2,0.4,0.5,0,0.3,0
Micronesia (Federated States of),Island nation,pig,0,0.2,0.1,0,0,0,12.9
Mongolia,Eastern Asia,pig,0.6,0,0,0,0,0,0
Montserrat,Caribbean,pig,0.6,1.6,0.3,0,0,0,18.2
Morocco,Northern Africa,pig,2.1,0.4,0.3,0.1,0.2,2.7,0
Mozambique,Eastern Africa,pig,0,2.1,0.2,0,0,0,257.2
Myanmar,Southern Asia,pig,0,0.3,0,0,0.5,0,0
Namibia,Southern Africa,pig,0,0.1,0,0,0,0,0
Nauru,Island nation,pig,0,0.2,0.1,0,0,0,12.9
Nepal,Southern Asia,pig,0.8,1.1,0.2,0.2,0,0,0
Nicaragua,Central America,pig,0,0.1,0.1,0,0,0,53.4
Niger,Western Africa,pig,0,0,0,0,0.9,0,0
Nigeria,Western Africa,pig,0,1.1,0,0,0.6,0,3126.3
Niue,Island nation,pig,0,0.2,0.1,0,0,0,12.9
Occupied Palestinian Territory,Middle East,pig,1.5,1.2,0.5,1.4,0,6.9,0
Oman,Middle East,pig,0,0,0.4,0.1,0,0.7,0
Pakistan,Middle East,pig,0.3,0.2,0.1,0.2,0.1,0,0
Panama,Central America,pig,0,1.1,0.5,0,0,0,2.8
Papua New Guinea,Island nation,pig,0,0.2,0.1,0,0,0,12.9
Paraguay,South America,pig,0.8,0.1,1.6,0.1,0,0,187.2
Peru,South America,pig,0,2.1,0.5,0,0.1,0.2,0
Philippines,Southern Asia,pig,0.4,1.7,0.4,0,0,0,2.4
Puerto Rico,Central America,pig,0,1.3,0.3,0.1,0,0,5.6
Qatar,Middle East,pig,1.5,1.2,0.5,1.4,0,6.9,0
R'union,Eastern Africa,pig,0,0.9,0.1,0,0.1,0,229.2
Republic of Korea,Eastern Asia,pig,2,2.3,0.7,0.6,0,0,0
Republic of Moldova,East Europe and CIS,pig,2.3,6.6,0.1,0,0,2.8,0
Russian Federation,East Europe and CIS,pig,1.4,0.6,0.2,0.2,0.1,5.8,0
Rwanda,Eastern Africa,pig,0,0,0,0,0,0,0
Saint Kitts and Nevis,Central America,pig,0,0,0,0,0,0,0
Saint Lucia,Central America,pig,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,Caribbean,pig,1.4,1.4,0,0,0,0,26.1
Samoa,Island nation,pig,0,0,0,0,0,0,0.1
Sao Tome and Principe,Central Africa,pig,0,0.1,0,0,0,0,0
Saudi Arabia,Middle East,pig,0.4,1.8,0.9,0,0,41.3,0
Senegal,Western Africa,pig,0,0,0,0,0,0,13.2
Seychelles,Eastern Africa,pig,0,0.9,0.1,0,0.1,0,229.2
Sierra Leone,Western Africa,pig,0,0.1,0,0,0,0,9490.7
Singapore,Southern Asia,pig,0.2,0.9,0.2,0.1,0,0,104.9
Solomon Islands,Island nation,pig,0,0,0,0,0,0,1.9
Somalia,Eastern Africa,pig,0,0.9,0.1,0,0.1,0,229.2
South Africa,Southern Africa,pig,0,1.7,0.4,0.1,0,0,0
South Sudan,Eastern Africa,pig,0,0.9,0.1,0,0.1,0,229.2
Sri Lanka,Southern Asia,pig,0,0.3,0.3,0,0,0,1453.3
Sudan,Northern Africa,pig,0.1,0,0,0,0,0,0
Suriname,South America,pig,0,1.6,0.4,0,0,0,0
Swaziland,Southern Africa,pig,0,0.7,0.1,0,0,0,0
Syrian Arab Republic,Middle East,pig,1.5,1.2,0.5,1.4,0,6.9,0
Tajikistan,East Europe and CIS,pig,7.2,0.3,0,0,0.2,0.4,0
Thailand,Southern Asia,pig,0.5,1.6,0.8,0.6,0,0,41.8
Timor-Leste,Southern Asia,pig,0,0.5,0,0,0,0,0
Togo,Western Africa,pig,0,1.1,0,0,0,0,4.9
Tokelau,Island nation,pig,0,0.2,0.1,0,0,0,12.9
Tonga,Island nation,pig,0,0.2,0.1,0,0,0,12.9
Trinidad and Tobago,Caribbean,pig,0,1.8,0.4,0,0,0,0.8
Tunisia,Northern Africa,pig,0.6,1.8,0.4,0,0.2,7,0
Turkey,Middle East,pig,0.3,0.6,0.3,0.1,0.2,7.2,0
Turkmenistan,East Europe and CIS,pig,3.4,0,0,0,0,0.2,0
Tuvalu,Island nation,pig,0,0.2,0.1,0,0,0,12.9
Uganda,Eastern Africa,pig,0,0.3,0,0,0,0,7.8
Ukraine,East Europe and CIS,pig,2.7,3.5,0.2,0.1,0.1,9.8,0
United Arab Emirates,Middle East,pig,0.5,3.2,1.9,14.5,0.1,4.1,0
United Republic of Tanzania,Eastern Africa,pig,0,0.4,0,0,0.1,0,1316.7
United States Virgin Islands,Caribbean,pig,0.6,1.6,0.3,0,0,0,18.2
Uruguay,South America,pig,0.7,0.1,0.2,0,0,0,0
Uzbekistan,East Europe and CIS,pig,6.3,0,0,0,0,0.2,0
Vanuatu,Island nation,pig,0,0.1,0,0,0,0,0
Venezuela (Bolivarian Republic of),South America,pig,0,0.6,0.4,0,0,0,6.5
Viet Nam,Southern Asia,pig,0.3,1.1,0,0,0,0,9.4
Wallis and Futuna Islands,Island nation,pig,0,0.2,0.1,0,0,0,12.9
Western Sahara,Northern Africa,pig,1.6,1.6,0.5,0,0.1,2.4,1.7
Yemen,Middle East,pig,0,0.3,0.2,0,0,0.2,0
Zambia,Eastern Africa,pig,0,0.6,0,0,0,0,0
Zimbabwe,Eastern Africa,pig,0,0.1,0.3,0,0,0,0
Afghanistan,Middle East,dairy cow,0,0.2,0,0,0,0.5,0
Algeria,Northern Africa,dairy cow,0.9,2.6,0.8,0.1,0,2,0
American Samoa,Island nation,dairy cow,0,0.2,0.1,0,0,0,12.9
Angola,Central Africa,dairy cow,0,0.5,0,0,0,0,2051.8
Antigua and Barbuda,Caribbean,dairy cow,0,0.1,0,0,0,0,52
Argentina,South America,dairy cow,0,0.4,0.7,0,0,0.1,6.6
Armenia,East Europe and CIS,dairy cow,1.2,0.3,0.1,0,0,2.9,0
Azerbaijan,Middle East,dairy cow,1.7,0.2,0.1,0,0,3,0
Bahamas,Caribbean,dairy cow,0,0.1,0,0,0,0,0
Bahrain,Middle East,dairy cow,1.5,1.2,0.5,1.4,0,6.9,0
Bangladesh,Middle East,dairy cow,0,0.5,0.1,0.2,0,0,0
Barbados,Caribbean,dairy cow,0.1,3.9,0.9,0,0,0,0.2
Belarus,East Europe and CIS,dairy cow,1.9,0.8,0.2,0.3,0.2,5.4,0
Belize,Central America,dairy cow,0,2.7,0.4,0,0,0,0
Benin,Western Africa,dairy cow,0,3.4,0.1,0,0,0,6961.2
Bhutan,Middle East,dairy cow,1.5,1.2,0.5,1.4,0,6.9,0
Bolivia (Plurinational State of),South America,dairy cow,0,0.4,0.3,0,0,0.4,16.9
Botswana,Southern Africa,dairy cow,0,0,0.1,0,0,0,0
Brazil,South America,dairy cow,0.1,1,0.5,0,0,0,119.3
British Virgin Islands,Caribbean,dairy cow,0.6,1.6,0.3,0,0,0,18.2
Brunei Darussalam,Southern Asia,dairy cow,0,0,0,0,0,0,0
Burkina Faso,Western Africa,dairy cow,0,0,0,0,0,0,0.2
Burundi,Eastern Africa,dairy cow,0,0.9,0.1,0,0.1,0,229.2
Cabo Verde,Western Africa,dairy cow,0,1.2,0.1,0,0,0,0
Cambodia,Southern Asia,dairy cow,0,0.7,0.2,0,0,0,2.4
Cameroon,Central Africa,dairy cow,0,1.4,0.1,0,0,0,817.5
Central African Republic,Central Africa,dairy cow,0,0,0,0,0,0,0
Chad,Central Africa,dairy cow,0,0.1,0,0,0,0,573.7
Chile,South America,dairy cow,0.1,1,0.3,0.1,0,0.1,0
"China, Hong Kong SAR",Eastern Asia,dairy cow,0,0.1,0.1,0,0,0,0.5
"China, mainland",China,dairy cow,0.4,1.5,0.3,0.5,0,0,9.3
"China, Taiwan Province of",China,dairy cow,0.1,4,0.7,0.3,0,0.1,0.1
Colombia,South America,dairy cow,0,0.8,0.3,0,0,0,1.8
Comoros,Eastern Africa,dairy cow,0,0.9,0.1,0,0.1,0,229.2
Congo,Central Africa,dairy cow,0,0,0.3,0,0,0,1.7
Costa Rica,Central America,dairy cow,0,1.2,0.4,0,0,0,0
Cote d'Ivoire,Western Africa,dairy cow,0,0.3,0,0,0,0,462.9
Cuba,Caribbean,dairy cow,0.7,1.6,0.6,0,0,0,26.9
Cyprus,Western Asia,dairy cow,0.1,2.7,0.9,0,0,8.8,0
Democratic People's Republic of Korea,Eastern Asia,dairy cow,0.1,0.6,0.5,0,0,0.1,0
Democratic Republic of the Congo,Central Africa,dairy cow,0,0.6,0.1,0,0,0,597.5
Djibouti,Eastern Africa,dairy cow,0,0.9,0.1,0,0.1,0,229.2
Dominica,Caribbean,dairy cow,0,0,0,0,0,0,24.6
Dominican Republic,Caribbean,dairy cow,1.4,1.8,0.6,0,0,0,0
Ecuador,South America,dairy cow,0,0.6,0.5,0,0,0,0
Egypt,Northern Africa,dairy cow,4,3.3,1,0,0.2,0.3,8.7
El Salvador,Central America,dairy cow,0,4.1,0.4,0,0,0,0
Eritrea,Eastern Africa,dairy cow,0,0.9,0.1,0,0.1,0,229.2
Ethiopia,Eastern Africa,dairy cow,0,0.3,0,0,0,0,0
Falkland Islands (Malvinas),South America,dairy cow,0.2,0.8,0.5,0,0,0.1,31.2
Fiji,Island nation,dairy cow,0,0,0.2,0,0,0,52.8
French Guiana,South America,dairy cow,0.2,0.8,0.5,0,0,0.1,31.2
French Polynesia,Island nation,dairy cow,0,1.3,0.2,0,0,0,22.5
Gabon,Central Africa,dairy cow,0,2.1,0.2,0,0,0,737.7
Gambia,Western Africa,dairy cow,0,0.9,0,0,0,0,0
Georgia,Western Asia,dairy cow,1.2,0.8,0.1,0,0,0,0
Ghana,Western Africa,dairy cow,0,3.1,0,0,0,0,5389.3
Grenada,Caribbean,dairy cow,3.2,3.8,0.3,0,0.3,0,0
Guadeloupe,Caribbean,dairy cow,0.6,1.6,0.3,0,0,0,18.2
Guatemala,Central America,dairy cow,0,1.5,0.4,0,0,0,0
Guinea,Western Africa,dairy cow,0,1.6,0,0,0,0,6.7
Guinea-Bissau,Western Africa,dairy cow,0,0,0,0,0,0,0
Guyana,South America,dairy cow,0.4,1.2,0.3,0,0,0,35.9
Haiti,Caribbean,dairy cow,0,0.1,0,0,0,0,37.1
Honduras,Central America,dairy cow,0.1,0.9,0.3,0,0,0,0
India,Southern Asia,dairy cow,0.2,0.3,0.1,0.1,0.1,0,0
Indonesia,Southern Asia,dairy cow,0,0.9,0.5,0.2,0,0,20.6
Iran (Islamic Republic of),Middle East,dairy cow,0.4,2.1,0.5,0.3,0,6.4,0
Iraq,Middle East,dairy cow,10,1.1,0,0,0,4.8,0
Israel,Middle East,dairy cow,3.2,2.1,0.6,0.9,0,9.8,0.2
Jamaica,Caribbean,dairy cow,0,3.4,0.6,0,0,0,32.6
Japan,Eastern Asia,dairy cow,0.3,2.8,0.6,1.2,0,2.1,0
Jordan,Western Asia,dairy cow,0,3.5,1,0,0,17.1,0
Kazakhstan,East Europe and CIS,dairy cow,6,0.2,0.1,0,0,3.2,0
Kenya,Eastern Africa,dairy cow,0,0.1,0,0,0,0,0
Kuwait,Western Asia,dairy cow,0,1.6,0.4,0,0,1.9,0
Kyrgyzstan,East Europe and CIS,dairy cow,3.7,0.7,0,0,0,1.6,0
Lao People's Democratic Republic,Southern Asia,dairy cow,0,2.2,0,0,0,0,42.6
Lebanon,Middle East,dairy cow,1.2,2.5,0.7,0.1,0,4.8,0
Lesotho,Southern Africa,dairy cow,0,0,0,0,0,0,0
Liberia,Western Africa,dairy cow,0,0.8,0,0,0,0,0
Libya,Northern Africa,dairy cow,1.6,1.6,0.5,0,0.1,2.4,1.7
Madagascar,Eastern Africa,dairy cow,0,0,0,0,0,0,115.1
Malawi,Eastern Africa,dairy cow,0,3.1,0.2,0,0.9,0,824.3
Malaysia,Southern Asia,dairy cow,0,1.9,0.4,0.1,0,0,0.2
Mali,Western Africa,dairy cow,0,0.4,0,0,0,0,242.9
Martinique,Caribbean,dairy cow,0.6,1.6,0.3,0,0,0,18.2
Mauritania,Western Africa,dairy cow,0,0,0,0,0,0,0
Mauritius,Eastern Africa,dairy cow,0,2.9,0.6,0,0,0,0
Mexico,Central America,dairy cow,0,1.2,0.4,0.5,0,0.3,0
Mongolia,Eastern Asia,dairy cow,0.6,0,0,0,0,0,0
Montserrat,Caribbean,dairy cow,0.6,1.6,0.3,0,0,0,18.2
Morocco,Northern Africa,dairy cow,2.1,0.4,0.3,0.1,0.2,2.7,0
Mozambique,Eastern Africa,dairy cow,0,2.1,0.2,0,0,0,257.2
Myanmar,Southern Asia,dairy cow,0,0.3,0,0,0.5,0,0
Namibia,Southern Africa,dairy cow,0,0.1,0,0,0,0,0
Nepal,Southern Asia,dairy cow,0.8,1.1,0.2,0.2,0,0,0
Nicaragua,Central America,dairy cow,0,0.1,0.1,0,0,0,53.4
Niger,Western Africa,dairy cow,0,0,0,0,0.9,0,0
Nigeria,Western Africa,dairy cow,0,1.1,0,0,0.6,0,3126.3
Niue,Island nation,dairy cow,0,0.2,0.1,0,0,0,12.9
Occupied Palestinian Territory,Middle East,dairy cow,1.5,1.2,0.5,1.4,0,6.9,0
Oman,Middle East,dairy cow,0,0,0.4,0.1,0,0.7,0
Pakistan,Middle East,dairy cow,0.3,0.2,0.1,0.2,0.1,0,0
Panama,Central America,dairy cow,0,1.1,0.5,0,0,0,2.8
Papua New Guinea,Island nation,dairy cow,0,0.2,0.1,0,0,0,12.9
Paraguay,South America,dairy cow,0.8,0.1,1.6,0.1,0,0,187.2
Peru,South America,dairy cow,0,2.1,0.5,0,0.1,0.2,0
Philippines,Southern Asia,dairy cow,0.4,1.7,0.4,0,0,0,2.4
Puerto Rico,Central America,dairy cow,0,1.3,0.3,0.1,0,0,5.6
Qatar,Middle East,dairy cow,1.5,1.2,0.5,1.4,0,6.9,0
Republic of Korea,Eastern Asia,dairy cow,2,2.3,0.7,0.6,0,0,0
Republic of Moldova,East Europe and CIS,dairy cow,2.3,6.6,0.1,0,0,2.8,0
R'union,Eastern Africa,dairy cow,0,0.9,0.1,0,0.1,0,229.2
Russian Federation,East Europe and CIS,dairy cow,1.4,0.6,0.2,0.2,0.1,5.8,0
Rwanda,Eastern Africa,dairy cow,0,0,0,0,0,0,0
Saint Lucia,Central America,dairy cow,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,Caribbean,dairy cow,1.4,1.4,0,0,0,0,26.1
Samoa,Island nation,dairy cow,0,0,0,0,0,0,0.1
Sao Tome and Principe,Central Africa,dairy cow,0,0.1,0,0,0,0,0
Saudi Arabia,Middle East,dairy cow,0.4,1.8,0.9,0,0,41.3,0
Senegal,Western Africa,dairy cow,0,0,0,0,0,0,13.2
Seychelles,Eastern Africa,dairy cow,0,0.9,0.1,0,0.1,0,229.2
Sierra Leone,Western Africa,dairy cow,0,0.1,0,0,0,0,9490.7
Solomon Islands,Island nation,dairy cow,0,0,0,0,0,0,1.9
Somalia,Eastern Africa,dairy cow,0,0.9,0.1,0,0.1,0,229.2
South Africa,Southern Africa,dairy cow,0,1.7,0.4,0.1,0,0,0
South Sudan,Eastern Africa,dairy cow,0,0.9,0.1,0,0.1,0,229.2
Sri Lanka,Southern Asia,dairy cow,0,0.3,0.3,0,0,0,1453.3
Sudan,Northern Africa,dairy cow,0.1,0,0,0,0,0,0
Suriname,South America,dairy cow,0,1.6,0.4,0,0,0,0
Swaziland,Southern Africa,dairy cow,0,0.7,0.1,0,0,0,0
Syrian Arab Republic,Middle East,dairy cow,1.5,1.2,0.5,1.4,0,6.9,0
Tajikistan,East Europe and CIS,dairy cow,7.2,0.3,0,0,0.2,0.4,0
Thailand,Southern Asia,dairy cow,0.5,1.6,0.8,0.6,0,0,41.8
Togo,Western Africa,dairy cow,0,1.1,0,0,0,0,4.9
Tonga,Island nation,dairy cow,0,0.2,0.1,0,0,0,12.9
Trinidad and Tobago,Caribbean,dairy cow,0,1.8,0.4,0,0,0,0.8
Tunisia,Northern Africa,dairy cow,0.6,1.8,0.4,0,0.2,7,0
Turkey,Middle East,dairy cow,0.3,0.6,0.3,0.1,0.2,7.2,0
Turkmenistan,East Europe and CIS,dairy cow,3.4,0,0,0,0,0.2,0
Uganda,Eastern Africa,dairy cow,0,0.3,0,0,0,0,7.8
Ukraine,East Europe and CIS,dairy cow,2.7,3.5,0.2,0.1,0.1,9.8,0
United Arab Emirates,Middle East,dairy cow,0.5,3.2,1.9,14.5,0.1,4.1,0
United Republic of Tanzania,Eastern Africa,dairy cow,0,0.4,0,0,0.1,0,1316.7
United States Virgin Islands,Caribbean,dairy cow,0.6,1.6,0.3,0,0,0,18.2
Uruguay,South America,dairy cow,0.7,0.1,0.2,0,0,0,0
Uzbekistan,East Europe and CIS,dairy cow,6.3,0,0,0,0,0.2,0
Vanuatu,Island nation,dairy cow,0,0.1,0,0,0,0,0
Venezuela (Bolivarian Republic of),South America,dairy cow,0,0.6,0.4,0,0,0,6.5
Viet Nam,Southern Asia,dairy cow,0.3,1.1,0,0,0,0,9.4
Wallis and Futuna Islands,Island nation,dairy cow,0,0.2,0.1,0,0,0,12.9
Yemen,Middle East,dairy cow,0,0.3,0.2,0,0,0.2,0
Zambia,Eastern Africa,dairy cow,0,0.6,0,0,0,0,0
Zimbabwe,Eastern Africa,dairy cow,0,0.1,0.3,0,0,0,0
Afghanistan,Middle East,hen,0,0.2,0,0,0,0.5,0
Algeria,Northern Africa,hen,0.9,2.6,0.8,0.1,0,2,0
American Samoa,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Angola,Central Africa,hen,0,0.5,0,0,0,0,2051.8
Antigua and Barbuda,Caribbean,hen,0,0.1,0,0,0,0,52
Argentina,South America,hen,0,0.4,0.7,0,0,0.1,6.6
Armenia,East Europe and CIS,hen,1.2,0.3,0.1,0,0,2.9,0
Azerbaijan,Middle East,hen,1.7,0.2,0.1,0,0,3,0
Bahamas,Caribbean,hen,0,0.1,0,0,0,0,0
Bahrain,Middle East,hen,1.5,1.2,0.5,1.4,0,6.9,0
Bangladesh,Middle East,hen,0,0.5,0.1,0.2,0,0,0
Belarus,East Europe and CIS,hen,1.9,0.8,0.2,0.3,0.2,5.4,0
Benin,Western Africa,hen,0,3.4,0.1,0,0,0,6961.2
Bhutan,Middle East,hen,1.5,1.2,0.5,1.4,0,6.9,0
Bolivia (Plurinational State of),South America,hen,0,0.4,0.3,0,0,0.4,16.9
Botswana,Southern Africa,hen,0,0,0.1,0,0,0,0
Brazil,South America,hen,0.1,1,0.5,0,0,0,119.3
Brunei Darussalam,Southern Asia,hen,0,0,0,0,0,0,0
Burkina Faso,Western Africa,hen,0,0,0,0,0,0,0.2
Burundi,Eastern Africa,hen,0,0.9,0.1,0,0.1,0,229.2
Cabo Verde,Western Africa,hen,0,1.2,0.1,0,0,0,0
Cambodia,Southern Asia,hen,0,0.7,0.2,0,0,0,2.4
Cameroon,Central Africa,hen,0,1.4,0.1,0,0,0,817.5
Cayman Islands,Caribbean,hen,0.6,1.6,0.3,0,0,0,18.2
Central African Republic,Central Africa,hen,0,0,0,0,0,0,0
Chad,Central Africa,hen,0,0.1,0,0,0,0,573.7
Chile,South America,hen,0.1,1,0.3,0.1,0,0.1,0
"China, Hong Kong SAR",Eastern Asia,hen,0,0.1,0.1,0,0,0,0.5
"China, Macao SAR",Eastern Asia,hen,0,0,0,0,0,0,0
"China, mainland",China,hen,0.4,1.5,0.3,0.5,0,0,9.3
"China, Taiwan Province of",China,hen,0.1,4,0.7,0.3,0,0.1,0.1
Colombia,South America,hen,0,0.8,0.3,0,0,0,1.8
Comoros,Eastern Africa,hen,0,0.9,0.1,0,0.1,0,229.2
Congo,Central Africa,hen,0,0,0.3,0,0,0,1.7
Cook Islands,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Costa Rica,Central America,hen,0,1.2,0.4,0,0,0,0
Cote d'Ivoire,Western Africa,hen,0,0.3,0,0,0,0,462.9
Cuba,Caribbean,hen,0.7,1.6,0.6,0,0,0,26.9
Cyprus,Western Asia,hen,0.1,2.7,0.9,0,0,8.8,0
Democratic People's Republic of Korea,Eastern Asia,hen,0.1,0.6,0.5,0,0,0.1,0
Democratic Republic of the Congo,Central Africa,hen,0,0.6,0.1,0,0,0,597.5
Dominica,Caribbean,hen,0,0,0,0,0,0,24.6
Dominican Republic,Caribbean,hen,1.4,1.8,0.6,0,0,0,0
Ecuador,South America,hen,0,0.6,0.5,0,0,0,0
Egypt,Northern Africa,hen,4,3.3,1,0,0.2,0.3,8.7
El Salvador,Central America,hen,0,4.1,0.4,0,0,0,0
Equatorial Guinea,Central Africa,hen,0,0.6,0.1,0,0,0,597.5
Eritrea,Eastern Africa,hen,0,0.9,0.1,0,0.1,0,229.2
Ethiopia,Eastern Africa,hen,0,0.3,0,0,0,0,0
Fiji,Island nation,hen,0,0,0.2,0,0,0,52.8
French Guiana,South America,hen,0.2,0.8,0.5,0,0,0.1,31.2
French Polynesia,Island nation,hen,0,1.3,0.2,0,0,0,22.5
Gabon,Central Africa,hen,0,2.1,0.2,0,0,0,737.7
Gambia,Western Africa,hen,0,0.9,0,0,0,0,0
Georgia,Western Asia,hen,1.2,0.8,0.1,0,0,0,0
Ghana,Western Africa,hen,0,3.1,0,0,0,0,5389.3
Grenada,Caribbean,hen,3.2,3.8,0.3,0,0.3,0,0
Guadeloupe,Caribbean,hen,0.6,1.6,0.3,0,0,0,18.2
Guam,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Guatemala,Central America,hen,0,1.5,0.4,0,0,0,0
Guinea,Western Africa,hen,0,1.6,0,0,0,0,6.7
Guinea-Bissau,Western Africa,hen,0,0,0,0,0,0,0
Guyana,South America,hen,0.4,1.2,0.3,0,0,0,35.9
Haiti,Caribbean,hen,0,0.1,0,0,0,0,37.1
Honduras,Central America,hen,0.1,0.9,0.3,0,0,0,0
India,Southern Asia,hen,0.2,0.3,0.1,0.1,0.1,0,0
Indonesia,Southern Asia,hen,0,0.9,0.5,0.2,0,0,20.6
Iran (Islamic Republic of),Middle East,hen,0.4,2.1,0.5,0.3,0,6.4,0
Iraq,Middle East,hen,10,1.1,0,0,0,4.8,0
Israel,Middle East,hen,3.2,2.1,0.6,0.9,0,9.8,0.2
Jamaica,Caribbean,hen,0,3.4,0.6,0,0,0,32.6
Japan,Eastern Asia,hen,0.3,2.8,0.6,1.2,0,2.1,0
Jordan,Western Asia,hen,0,3.5,1,0,0,17.1,0
Kazakhstan,East Europe and CIS,hen,6,0.2,0.1,0,0,3.2,0
Kenya,Eastern Africa,hen,0,0.1,0,0,0,0,0
Kiribati,Island nation,hen,0,0,0,0,0,0,0
Kuwait,Western Asia,hen,0,1.6,0.4,0,0,1.9,0
Kyrgyzstan,East Europe and CIS,hen,3.7,0.7,0,0,0,1.6,0
Lao People's Democratic Republic,Southern Asia,hen,0,2.2,0,0,0,0,42.6
Lebanon,Middle East,hen,1.2,2.5,0.7,0.1,0,4.8,0
Lesotho,Southern Africa,hen,0,0,0,0,0,0,0
Liberia,Western Africa,hen,0,0.8,0,0,0,0,0
Libya,Northern Africa,hen,1.6,1.6,0.5,0,0.1,2.4,1.7
Madagascar,Eastern Africa,hen,0,0,0,0,0,0,115.1
Malawi,Eastern Africa,hen,0,3.1,0.2,0,0.9,0,824.3
Malaysia,Southern Asia,hen,0,1.9,0.4,0.1,0,0,0.2
Mali,Western Africa,hen,0,0.4,0,0,0,0,242.9
Martinique,Caribbean,hen,0.6,1.6,0.3,0,0,0,18.2
